Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
24-07-20,63203698,dw,top_control,KITCHENAID,KDTM604KPS,KDTM604KPS,,ci,retail,costco_ca,,Positive,use,Design,There is a place for everything.,[ Love this dishwasher ] || ---------------- || This dishwasher is wonderful! Love the 3 different shelves! There is a place for everything. It is very quiet and all of our dishes come out clean and dry. It was easy to order and delivery and installation was quick and efficient.,[ Love this dishwasher ] || ---------------- || This dishwasher is wonderful! Love the 3 different shelves! There is a place for everything. It is very quiet and all of our dishes come out clean and dry. It was easy to order and delivery and installation was quick and efficient.,,,5.0
24-07-15,62883054,dw,front_control,LG,quadwash,LDF5545ST,,us,retail,lg_com_us,,Neutral,maintain,Service,The warranty required us to pay for labor and LG wanted to hold $343 on our card including 15% sales tax where we only have 6% sales tax.,[ Meaningless 10 year motor warranty ] || ---------------- || It worked well for 4 years but then the motor warrantied for 10 years went out. The warranty required us to pay for labor and LG wanted to hold $343 on our card including 15% sales tax where we only have 6% sales tax. At that price it's time for a new dishwasher and it won't be an LG. Their customer service is the worst we have ever seen.,[ Meaningless 10 year motor warranty ] || ---------------- || It worked well for 4 years but then the motor warrantied for 10 years went out. The warranty required us to pay for labor and LG wanted to hold $343 on our card including 15% sales tax where we only have 6% sales tax. At that price it’s time for a new dishwasher and it won’t be an LG. Their customer service is the worst we have ever seen.,,,1.0
24-07-15,62883054,dw,front_control,LG,quadwash,LDF5545ST,,us,retail,lg_com_us,,Neutral,,,At that price it's time for a new dishwasher and it won't be an LG.,[ Meaningless 10 year motor warranty ] || ---------------- || It worked well for 4 years but then the motor warrantied for 10 years went out. The warranty required us to pay for labor and LG wanted to hold $343 on our card including 15% sales tax where we only have 6% sales tax. At that price it's time for a new dishwasher and it won't be an LG. Their customer service is the worst we have ever seen.,[ Meaningless 10 year motor warranty ] || ---------------- || It worked well for 4 years but then the motor warrantied for 10 years went out. The warranty required us to pay for labor and LG wanted to hold $343 on our card including 15% sales tax where we only have 6% sales tax. At that price it’s time for a new dishwasher and it won’t be an LG. Their customer service is the worst we have ever seen.,,,1.0
24-07-15,62883054,dw,front_control,LG,quadwash,LDF5545ST,,us,retail,lg_com_us,,Very Negative,maintain,Service,Their customer service is the worst we have ever seen.,[ Meaningless 10 year motor warranty ] || ---------------- || It worked well for 4 years but then the motor warrantied for 10 years went out. The warranty required us to pay for labor and LG wanted to hold $343 on our card including 15% sales tax where we only have 6% sales tax. At that price it's time for a new dishwasher and it won't be an LG. Their customer service is the worst we have ever seen.,[ Meaningless 10 year motor warranty ] || ---------------- || It worked well for 4 years but then the motor warrantied for 10 years went out. The warranty required us to pay for labor and LG wanted to hold $343 on our card including 15% sales tax where we only have 6% sales tax. At that price it’s time for a new dishwasher and it won’t be an LG. Their customer service is the worst we have ever seen.,,,1.0
24-07-15,62884932,dw,top_control,GE,GPT225SGLBB_GPT225SGLWW_GPT225SSLSS,GPT225SGLBB_GPT225SGLWW_GPT225SSLSS,,us,retail,geappliances,,Positive,use,,Love my new dishwasher.,[ Straight forward and simple to use. ] || ---------------- || Love my new dishwasher. Works like a charm. Very happy with my purchase.,[ Straight forward and simple to use. ] || ---------------- || Love my new dishwasher. Works like a charm. Very happy with my purchase.,,,5.0
24-07-15,62884932,dw,top_control,GE,GPT225SGLBB_GPT225SGLWW_GPT225SSLSS,GPT225SGLBB_GPT225SGLWW_GPT225SSLSS,,us,retail,geappliances,,Positive,use,,Works like a charm.,[ Straight forward and simple to use. ] || ---------------- || Love my new dishwasher. Works like a charm. Very happy with my purchase.,[ Straight forward and simple to use. ] || ---------------- || Love my new dishwasher. Works like a charm. Very happy with my purchase.,,,5.0
24-07-15,62884932,dw,top_control,GE,GPT225SGLBB_GPT225SGLWW_GPT225SSLSS,GPT225SGLBB_GPT225SGLWW_GPT225SSLSS,,us,retail,geappliances,,Positive,"purchase,use",,Very happy with my purchase.,[ Straight forward and simple to use. ] || ---------------- || Love my new dishwasher. Works like a charm. Very happy with my purchase.,[ Straight forward and simple to use. ] || ---------------- || Love my new dishwasher. Works like a charm. Very happy with my purchase.,,,5.0
24-07-15,62987779,dw,top_control,BOSCH,100_series,SHX5AEM5N,,us,retail,costco,,Positive,use,Product_Satisfaction,very efficient,[ bosch dishwasher ] || ---------------- || very efficient,[ bosch dishwasher ] || ---------------- || very efficient,,,5.0
24-07-15,63007445,dw,top_control,LG,quadwash,DF455HSS,EU,es,retail,mediamarkt_es,,Very Positive,use,Price,Dishwasher totally recommended in relation to quality and price.,"[ Good Buy ] || ---------------- || Dishwasher totally recommended in relation to quality and price. Large capacity, multitude of programs, including the possibility of working at half load and excellent finish.","[ Buena Compra ] || ---------------- || Lavavajillas totalmente recomendable en relación calidad-precio. Gran capacidad, multitud de programas, incluyendo posibilidad de trabajar a media carga y excelente acabado.",,,5.0
24-07-15,63007445,dw,top_control,LG,quadwash,DF455HSS,EU,es,retail,mediamarkt_es,,Positive,use,Design,"Large capacity, multitude of programs, including the possibility of working at half load and excellent finish.","[ Good Buy ] || ---------------- || Dishwasher totally recommended in relation to quality and price. Large capacity, multitude of programs, including the possibility of working at half load and excellent finish.","[ Buena Compra ] || ---------------- || Lavavajillas totalmente recomendable en relación calidad-precio. Gran capacidad, multitud de programas, incluyendo posibilidad de trabajar a media carga y excelente acabado.",,,5.0
24-07-15,63007443,dw,top_control,LG,quadwash,DF455HSS,EU,es,retail,mediamarkt_es,,Positive,use,Performance_Washing,"great dishwasher, works very well.","[ Well ] || ---------------- || great dishwasher, works very well. I like the automatic opening of the door at the end and the connection to the smartphone","[ bueno ] || ---------------- || gran lavavajillas, funciona muy bien. me gusta la aperture automatica de la puerta al final y la conexion al smartphone",,,5.0
24-07-15,63007443,dw,top_control,LG,quadwash,DF455HSS,EU,es,retail,mediamarkt_es,,Positive,use,Easy_Use,I like the automatic opening of the door at the end and the connection to the smartphone,"[ Well ] || ---------------- || great dishwasher, works very well. I like the automatic opening of the door at the end and the connection to the smartphone","[ bueno ] || ---------------- || gran lavavajillas, funciona muy bien. me gusta la aperture automatica de la puerta al final y la conexion al smartphone",,,5.0
24-07-15,63028926,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Neutral,use,Easy_Use,Bottom rack has a tab that obstructs roll-out.,[ null ] || ---------------- || Bottom rack has a tab that obstructs roll-out. Operation is fine,[ null ] || ---------------- || Bottom rack has a tab that obstructs roll-out.  Operation is fine,,,4.0
24-07-15,63028926,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,use,,Operation is fine,[ null ] || ---------------- || Bottom rack has a tab that obstructs roll-out. Operation is fine,[ null ] || ---------------- || Bottom rack has a tab that obstructs roll-out.  Operation is fine,,,4.0
24-07-15,63028947,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Neutral,purchase,,We bought our new dishwasher several months ago.,[ We love our new Kitchen Aid dishwasher ] || ---------------- || We bought our new dishwasher several months ago. We have been very happy with it. The flexibility of the rack system is great.,[ We love our new Kitchen Aid dishwasher ] || ---------------- || We bought our new dishwasher several months ago. We have been very happy with it. The flexibility of the rack system is great.,,,5.0
24-07-15,63028947,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,use,,We have been very happy with it.,[ We love our new Kitchen Aid dishwasher ] || ---------------- || We bought our new dishwasher several months ago. We have been very happy with it. The flexibility of the rack system is great.,[ We love our new Kitchen Aid dishwasher ] || ---------------- || We bought our new dishwasher several months ago. We have been very happy with it. The flexibility of the rack system is great.,,,5.0
24-07-15,63028947,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,use,Easy_Use,The flexibility of the rack system is great.,[ We love our new Kitchen Aid dishwasher ] || ---------------- || We bought our new dishwasher several months ago. We have been very happy with it. The flexibility of the rack system is great.,[ We love our new Kitchen Aid dishwasher ] || ---------------- || We bought our new dishwasher several months ago. We have been very happy with it. The flexibility of the rack system is great.,,,5.0
24-07-15,63028952,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,use,,"After a month of use, I am very pleased with it.","[ Sweet and Silent ] || ---------------- || After a month of use, I am very pleased with it. It is very quiet and the extra upper rack with spray is very handy. It has more capacity than our previous Kitchenaid DW (16 years) So far it is exceeding my expectations.","[ Sweet and Silent ] || ---------------- || After a month of use, I am very pleased with it. It is very quiet and the extra upper rack with spray is very handy.  It has more capacity than our previous Kitchenaid DW (16 years) So far it is exceeding my expectations.",,,5.0
24-07-15,63028952,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,use,Easy_Use,It is very quiet and the extra upper rack with spray is very handy.,"[ Sweet and Silent ] || ---------------- || After a month of use, I am very pleased with it. It is very quiet and the extra upper rack with spray is very handy. It has more capacity than our previous Kitchenaid DW (16 years) So far it is exceeding my expectations.","[ Sweet and Silent ] || ---------------- || After a month of use, I am very pleased with it. It is very quiet and the extra upper rack with spray is very handy.  It has more capacity than our previous Kitchenaid DW (16 years) So far it is exceeding my expectations.",,,5.0
24-07-15,63028952,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,use,Noise_Vibration,It is very quiet and the extra upper rack with spray is very handy.,"[ Sweet and Silent ] || ---------------- || After a month of use, I am very pleased with it. It is very quiet and the extra upper rack with spray is very handy. It has more capacity than our previous Kitchenaid DW (16 years) So far it is exceeding my expectations.","[ Sweet and Silent ] || ---------------- || After a month of use, I am very pleased with it. It is very quiet and the extra upper rack with spray is very handy.  It has more capacity than our previous Kitchenaid DW (16 years) So far it is exceeding my expectations.",,,5.0
24-07-15,63028952,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,use,Design,It has more capacity than our previous Kitchenaid DW (16 years) So far it is exceeding my expectations.,"[ Sweet and Silent ] || ---------------- || After a month of use, I am very pleased with it. It is very quiet and the extra upper rack with spray is very handy. It has more capacity than our previous Kitchenaid DW (16 years) So far it is exceeding my expectations.","[ Sweet and Silent ] || ---------------- || After a month of use, I am very pleased with it. It is very quiet and the extra upper rack with spray is very handy.  It has more capacity than our previous Kitchenaid DW (16 years) So far it is exceeding my expectations.",,,5.0
24-07-15,63029033,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,use,,This dishwasher is a winner.,"[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars. the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.","[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars.  the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating.. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.",,,4.0
24-07-15,63029033,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Neutral,use,Easy_Use,I haven't had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family.,"[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars. the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.","[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars.  the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating.. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.",,,4.0
24-07-15,63029033,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Neutral,use,Noise_Vibration,I can hear it running more than my old machine.,"[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars. the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.","[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars.  the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating.. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.",,,4.0
24-07-15,63029033,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Neutral,use,,that is the reason for 4 stars.,"[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars. the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.","[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars.  the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating.. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.",,,4.0
24-07-15,63029033,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Negative,use,Easy_Use,"the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating.","[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars. the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.","[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars.  the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating.. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.",,,4.0
24-07-15,63029033,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,use,Easy_Use,The huge plus is the top rack with it's washing sprayer.,"[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars. the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.","[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars.  the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating.. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.",,,4.0
24-07-15,63029033,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,use,Easy_Use,I can't believe how much more room the washer has with that rack.,"[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars. the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.","[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars.  the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating.. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.",,,4.0
24-07-15,63029033,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Very Positive,use,Easy_Use,"It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.","[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars. the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.","[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars.  the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating.. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.",,,4.0
24-07-15,63029033,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,use,,Sense it is up high it encourages everyone to do just that!,"[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars. the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.","[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars.  the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating.. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.",,,4.0
24-07-15,63029033,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Positive,use,,"the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet.","[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars. the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.","[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars.  the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating.. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.",,,4.0
24-07-15,63029033,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Negative,use,Easy_Use,I think the third shelf is not explained well enough.,"[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars. the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.","[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars.  the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating.. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.",,,4.0
24-07-15,63029033,dw,top_control,KITCHENAID,KDTM404KPS,KDTM404KPS,,us,retail,kitchenaid,,Very Positive,use,,It is a fantastic feature.,"[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars. the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.","[ null ] || ---------------- || This dishwasher is a winner. I havent had it very long and it took awhile to get used to a new rhythm for loading the three layer options for my family. I can hear it running more than my old machine. that is the reason for 4 stars.  the only other negative is, when I pick up the handle of the silverware basket it is always wet with a puddle on the handle no matter what heat is on which is aggrevating.. The huge plus is the top rack with it's washing sprayer. I can't believe how much more room the washer has with that rack. It is amazing and makes easy, during the day, clear the counter of cups and stray glasses so easy.Sense it is up high it encourages everyone to do just that! the filter cleaning trap at the bottom has been so easy, because this is a new machine I dont know if it catches everything it should or not, yet. I think the third shelf is not explained well enough. It is a fantastic feature.",,,4.0
