Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
25-02-21,68633239,dw,top_control,GE,GDT650SMVES_GDT650SYVFS,GDT650SMVES_GDT650SYVFS,,us,retail,geappliances,,Positive,use,,The jet spray and steam clean is great!,[ Great features and QUIET ] || ---------------- || Quiet and Quick. LOVE it! The jet spray and steam clean is great!,[ Great features and QUIET ] || ---------------- || Quiet and Quick... LOVE it! The jet spray and steam clean is great!,Not verified,,5.0
25-02-18,68522586,dw,builtin,SAMSUNG,BESPOKE,DW60BB815UAP,ASIA,kr,retail,naver_shop,,Neutral,,Delivery_Installation,"Just in case, I searched for Samsung products, and they said that the construction team was not an outsourced company, but Samsung sent its own technicians, and simple construction was free, so I ordered.","[ Samsung is the best, they even do construction ] || ---------------- || Originally, I had ordered a new product from another company that I was using. However, since our sink is low, they introduced me to a company that needed construction, so when I got a quote, it wasn't just simple construction. I had to cut the sink top, cut the aluminum in between, and to do that, I had to change the location of the dishwasher, move the drawer, and coordinate the schedules of the construction company and the head office technician. The additional cost was huge, but this was a lot of work. Just in case, I searched for Samsung products, and they said that the construction team was not an outsourced company, but Samsung sent its own technicians, and simple construction was free, so I ordered. The technician listened to me and said that it could be installed with just a little construction, that there was no need to change the location, and that it would be finished quickly and that installation was possible right away! He really did a lot of construction on the spot, said it was finished, and a little later, the scheduled installation technicians came and installed it right away. The design is so pretty, and when I turned it on, it worked well, so I was very satisfied! Thanks to you, I was able to install it easily.",[ 시공까지 다 해주는 삼성 짱이네요 ] || ---------------- || 원랜 기존 쓰고있던 타사 신제품을 주문했었어요.근데 저희 싱크대가 높이가 낮아서 시공이 필요하다고 회사를 따로 소개해주셔서 견적을 받아보니 단순 시공이 아니라 싱크대 상판을 잘라내야 하는데 사이 알루미늄도 잘라내야하고 그러려면 식세기 위치도 바꿔야 하고 서랍장도 옮기고 시공업체랑 본사 기사님 일정 맞추고..추가금액도 엄청 나오기도 하지만 이게 일이 장난 아니게 커지더라구요.혹시나 해서 삼성 제품을 검색해보니 시공팀이 외주가 아니라 삼성에서 자체적으로 기사님을 보내주시고 간단 시공은 무료라길래  주문했어요.시공 기사님이 제 얘길 들으시더니 살짝만 시공하면 설치 가능하다고 위치도 바꿀 필요가 없고 금방 끝나서 설치도 바로 가능이라고 하시는거예요!진짜 그 자리에서 뚝딱뚝딱 이것저것 시공하시더니 끝났다고 하시고 좀 있다가 예정돼 있던 설치기사님들 오셔서 바로 설치해주시고 끝 ㅋㅋㅋㅋ만세 ㅋㅋㅋ 디자인도 너무 이쁘고 돌려보니 잘 돌아가서 대만족!덕분에 편하게 설치 잘 했어요,Not verified,,5.0
25-02-18,68522586,dw,builtin,SAMSUNG,BESPOKE,DW60BB815UAP,ASIA,kr,retail,naver_shop,,Neutral,onboard,Delivery_Installation,"The technician listened to me and said that it could be installed with just a little construction, that there was no need to change the location, and that it would be finished quickly and that installation was possible right away!","[ Samsung is the best, they even do construction ] || ---------------- || Originally, I had ordered a new product from another company that I was using. However, since our sink is low, they introduced me to a company that needed construction, so when I got a quote, it wasn't just simple construction. I had to cut the sink top, cut the aluminum in between, and to do that, I had to change the location of the dishwasher, move the drawer, and coordinate the schedules of the construction company and the head office technician. The additional cost was huge, but this was a lot of work. Just in case, I searched for Samsung products, and they said that the construction team was not an outsourced company, but Samsung sent its own technicians, and simple construction was free, so I ordered. The technician listened to me and said that it could be installed with just a little construction, that there was no need to change the location, and that it would be finished quickly and that installation was possible right away! He really did a lot of construction on the spot, said it was finished, and a little later, the scheduled installation technicians came and installed it right away. The design is so pretty, and when I turned it on, it worked well, so I was very satisfied! Thanks to you, I was able to install it easily.",[ 시공까지 다 해주는 삼성 짱이네요 ] || ---------------- || 원랜 기존 쓰고있던 타사 신제품을 주문했었어요.근데 저희 싱크대가 높이가 낮아서 시공이 필요하다고 회사를 따로 소개해주셔서 견적을 받아보니 단순 시공이 아니라 싱크대 상판을 잘라내야 하는데 사이 알루미늄도 잘라내야하고 그러려면 식세기 위치도 바꿔야 하고 서랍장도 옮기고 시공업체랑 본사 기사님 일정 맞추고..추가금액도 엄청 나오기도 하지만 이게 일이 장난 아니게 커지더라구요.혹시나 해서 삼성 제품을 검색해보니 시공팀이 외주가 아니라 삼성에서 자체적으로 기사님을 보내주시고 간단 시공은 무료라길래  주문했어요.시공 기사님이 제 얘길 들으시더니 살짝만 시공하면 설치 가능하다고 위치도 바꿀 필요가 없고 금방 끝나서 설치도 바로 가능이라고 하시는거예요!진짜 그 자리에서 뚝딱뚝딱 이것저것 시공하시더니 끝났다고 하시고 좀 있다가 예정돼 있던 설치기사님들 오셔서 바로 설치해주시고 끝 ㅋㅋㅋㅋ만세 ㅋㅋㅋ 디자인도 너무 이쁘고 돌려보니 잘 돌아가서 대만족!덕분에 편하게 설치 잘 했어요,Not verified,,5.0
25-02-18,68522586,dw,builtin,SAMSUNG,BESPOKE,DW60BB815UAP,ASIA,kr,retail,naver_shop,,Neutral,onboard,Delivery_Installation,"He really did a lot of construction on the spot, said it was finished, and a little later, the scheduled installation technicians came and installed it right away.","[ Samsung is the best, they even do construction ] || ---------------- || Originally, I had ordered a new product from another company that I was using. However, since our sink is low, they introduced me to a company that needed construction, so when I got a quote, it wasn't just simple construction. I had to cut the sink top, cut the aluminum in between, and to do that, I had to change the location of the dishwasher, move the drawer, and coordinate the schedules of the construction company and the head office technician. The additional cost was huge, but this was a lot of work. Just in case, I searched for Samsung products, and they said that the construction team was not an outsourced company, but Samsung sent its own technicians, and simple construction was free, so I ordered. The technician listened to me and said that it could be installed with just a little construction, that there was no need to change the location, and that it would be finished quickly and that installation was possible right away! He really did a lot of construction on the spot, said it was finished, and a little later, the scheduled installation technicians came and installed it right away. The design is so pretty, and when I turned it on, it worked well, so I was very satisfied! Thanks to you, I was able to install it easily.",[ 시공까지 다 해주는 삼성 짱이네요 ] || ---------------- || 원랜 기존 쓰고있던 타사 신제품을 주문했었어요.근데 저희 싱크대가 높이가 낮아서 시공이 필요하다고 회사를 따로 소개해주셔서 견적을 받아보니 단순 시공이 아니라 싱크대 상판을 잘라내야 하는데 사이 알루미늄도 잘라내야하고 그러려면 식세기 위치도 바꿔야 하고 서랍장도 옮기고 시공업체랑 본사 기사님 일정 맞추고..추가금액도 엄청 나오기도 하지만 이게 일이 장난 아니게 커지더라구요.혹시나 해서 삼성 제품을 검색해보니 시공팀이 외주가 아니라 삼성에서 자체적으로 기사님을 보내주시고 간단 시공은 무료라길래  주문했어요.시공 기사님이 제 얘길 들으시더니 살짝만 시공하면 설치 가능하다고 위치도 바꿀 필요가 없고 금방 끝나서 설치도 바로 가능이라고 하시는거예요!진짜 그 자리에서 뚝딱뚝딱 이것저것 시공하시더니 끝났다고 하시고 좀 있다가 예정돼 있던 설치기사님들 오셔서 바로 설치해주시고 끝 ㅋㅋㅋㅋ만세 ㅋㅋㅋ 디자인도 너무 이쁘고 돌려보니 잘 돌아가서 대만족!덕분에 편하게 설치 잘 했어요,Not verified,,5.0
25-02-18,68522586,dw,builtin,SAMSUNG,BESPOKE,DW60BB815UAP,ASIA,kr,retail,naver_shop,,Positive,use,Design,"The design is so pretty, and when I turned it on, it worked well, so I was very satisfied!","[ Samsung is the best, they even do construction ] || ---------------- || Originally, I had ordered a new product from another company that I was using. However, since our sink is low, they introduced me to a company that needed construction, so when I got a quote, it wasn't just simple construction. I had to cut the sink top, cut the aluminum in between, and to do that, I had to change the location of the dishwasher, move the drawer, and coordinate the schedules of the construction company and the head office technician. The additional cost was huge, but this was a lot of work. Just in case, I searched for Samsung products, and they said that the construction team was not an outsourced company, but Samsung sent its own technicians, and simple construction was free, so I ordered. The technician listened to me and said that it could be installed with just a little construction, that there was no need to change the location, and that it would be finished quickly and that installation was possible right away! He really did a lot of construction on the spot, said it was finished, and a little later, the scheduled installation technicians came and installed it right away. The design is so pretty, and when I turned it on, it worked well, so I was very satisfied! Thanks to you, I was able to install it easily.",[ 시공까지 다 해주는 삼성 짱이네요 ] || ---------------- || 원랜 기존 쓰고있던 타사 신제품을 주문했었어요.근데 저희 싱크대가 높이가 낮아서 시공이 필요하다고 회사를 따로 소개해주셔서 견적을 받아보니 단순 시공이 아니라 싱크대 상판을 잘라내야 하는데 사이 알루미늄도 잘라내야하고 그러려면 식세기 위치도 바꿔야 하고 서랍장도 옮기고 시공업체랑 본사 기사님 일정 맞추고..추가금액도 엄청 나오기도 하지만 이게 일이 장난 아니게 커지더라구요.혹시나 해서 삼성 제품을 검색해보니 시공팀이 외주가 아니라 삼성에서 자체적으로 기사님을 보내주시고 간단 시공은 무료라길래  주문했어요.시공 기사님이 제 얘길 들으시더니 살짝만 시공하면 설치 가능하다고 위치도 바꿀 필요가 없고 금방 끝나서 설치도 바로 가능이라고 하시는거예요!진짜 그 자리에서 뚝딱뚝딱 이것저것 시공하시더니 끝났다고 하시고 좀 있다가 예정돼 있던 설치기사님들 오셔서 바로 설치해주시고 끝 ㅋㅋㅋㅋ만세 ㅋㅋㅋ 디자인도 너무 이쁘고 돌려보니 잘 돌아가서 대만족!덕분에 편하게 설치 잘 했어요,Not verified,,5.0
25-02-18,68522586,dw,builtin,SAMSUNG,BESPOKE,DW60BB815UAP,ASIA,kr,retail,naver_shop,,Positive,onboard,Delivery_Installation,"Thanks to you, I was able to install it easily.","[ Samsung is the best, they even do construction ] || ---------------- || Originally, I had ordered a new product from another company that I was using. However, since our sink is low, they introduced me to a company that needed construction, so when I got a quote, it wasn't just simple construction. I had to cut the sink top, cut the aluminum in between, and to do that, I had to change the location of the dishwasher, move the drawer, and coordinate the schedules of the construction company and the head office technician. The additional cost was huge, but this was a lot of work. Just in case, I searched for Samsung products, and they said that the construction team was not an outsourced company, but Samsung sent its own technicians, and simple construction was free, so I ordered. The technician listened to me and said that it could be installed with just a little construction, that there was no need to change the location, and that it would be finished quickly and that installation was possible right away! He really did a lot of construction on the spot, said it was finished, and a little later, the scheduled installation technicians came and installed it right away. The design is so pretty, and when I turned it on, it worked well, so I was very satisfied! Thanks to you, I was able to install it easily.",[ 시공까지 다 해주는 삼성 짱이네요 ] || ---------------- || 원랜 기존 쓰고있던 타사 신제품을 주문했었어요.근데 저희 싱크대가 높이가 낮아서 시공이 필요하다고 회사를 따로 소개해주셔서 견적을 받아보니 단순 시공이 아니라 싱크대 상판을 잘라내야 하는데 사이 알루미늄도 잘라내야하고 그러려면 식세기 위치도 바꿔야 하고 서랍장도 옮기고 시공업체랑 본사 기사님 일정 맞추고..추가금액도 엄청 나오기도 하지만 이게 일이 장난 아니게 커지더라구요.혹시나 해서 삼성 제품을 검색해보니 시공팀이 외주가 아니라 삼성에서 자체적으로 기사님을 보내주시고 간단 시공은 무료라길래  주문했어요.시공 기사님이 제 얘길 들으시더니 살짝만 시공하면 설치 가능하다고 위치도 바꿀 필요가 없고 금방 끝나서 설치도 바로 가능이라고 하시는거예요!진짜 그 자리에서 뚝딱뚝딱 이것저것 시공하시더니 끝났다고 하시고 좀 있다가 예정돼 있던 설치기사님들 오셔서 바로 설치해주시고 끝 ㅋㅋㅋㅋ만세 ㅋㅋㅋ 디자인도 너무 이쁘고 돌려보니 잘 돌아가서 대만족!덕분에 편하게 설치 잘 했어요,Not verified,,5.0
25-02-18,68522595,dw,builtin,SAMSUNG,BESPOKE,DW60DB701W01,ASIA,kr,retail,naver_shop,,Positive,,,"Okay, good, good.","[ Okay, good, good. It's pretty. ] || ---------------- || Okay, good, good. It's pretty.",[ 조아요 굿굿 .이뻐요 ] || ---------------- || 조아요 굿굿 .이뻐요,Not verified,,5.0
25-02-18,68522595,dw,builtin,SAMSUNG,BESPOKE,DW60DB701W01,ASIA,kr,retail,naver_shop,,Positive,use,Design,It's pretty.,"[ Okay, good, good. It's pretty. ] || ---------------- || Okay, good, good. It's pretty.",[ 조아요 굿굿 .이뻐요 ] || ---------------- || 조아요 굿굿 .이뻐요,Not verified,,5.0
25-02-18,68522596,dw,builtin,SAMSUNG,BESPOKE,DW60DB701W01,ASIA,kr,retail,naver_shop,,Positive,deliver,Delivery_Installation,Product good delivery good Product good delivery good,[ Product good delivery good Product good delivery good ] || ---------------- || Product good delivery good Product good delivery good,[ 제품 굿 배송 굿 제품굿 굿배송 굿 ] || ---------------- || 제품 굿 배송 굿 제품굿 굿배송 굿,Not verified,,5.0
25-02-18,68522594,dw,builtin,SAMSUNG,BESPOKE,DW60DB701W01,ASIA,kr,retail,naver_shop,,Negative,,,"A week ago, my Samsung dishwasher, which I had used as a move-in option 15 years ago, suddenly broke down.","[ A week ago, the Samsung dishwasher that I had used as a move-in option 15 years ago suddenly broke down. I was trying to buy it in a hurry, but the price was not easy. Then, luckily, I happened to see a Naver sale. ] || ---------------- || A week ago, my Samsung dishwasher, which I had used as a move-in option 15 years ago, suddenly broke down. I was trying to buy it in a hurry, but the price was not easy. Then, luckily, Naver's strong sale started, so I bought it at a good price. It took a week from purchase to installation. I think it was inevitable because there were many buyers during the sale period. The waiting time was very exciting. Maybe because I'm old, I waited knowing that a happy call would come, but these days, they all notify me of the progress via KakaoTalk text message before the day of installation. And a week later, my house was old, but I used a standard cabinet, so the remodeling and installation were done on the same day. The remodeling technician came first and kindly reinforced the countertop and cut the mop holder well. After that, two installation technicians finally brought the new dishwasher and worked hard for about 40 minutes. The installation technicians also re-attached the door under the sink and repaired and organized the pipes better. Thanks to the kind service of the Samsung service technicians, I felt much better even before using it. I was washing dishes by hand for a week and realized how much the dishwasher improved our quality of life. The Samsung dishwasher that I worked hard for 15 years was like the Going Mary. I was grateful for the old dishwasher that had reached the end of its lifespan, but I won't miss it. Let's stay together for the next 20 years with the new DW60DB701W01! Oh, and since you also told me how to connect to Smart Sync, it would be good to remember the name of the router Wi-Fi in the living room or near the dishwasher. I was in a hurry so I connected to the Wi-Fi in my room, but the internet connection was not good so it would take some time, so I think it would be good to prepare it in advance so that you don't panic like me. I'll see you again in a month's review to see how well it works and how good it is. ^^",[ 일주일 전에 15년 전 입주 옵션으로 사용하던 삼성 식기세척기가 갑자기 고장이 나버렸습니다.  급하게 구매하려는데 가격이 쉽지 않더라고요.  그러던 중에 딱 운좋게 네이버 강세일 ] || ---------------- || 일주일 전에 15년 전 입주 옵션으로 사용하던 삼성 식기세척기가 갑자기 고장이 나버렸습니다.  급하게 구매하려는데 가격이 쉽지 않더라고요.  그러던 중에 딱 운좋게 네이버 강세일 시작해서 좋은 가격으로 구매했습니다.  구매 후 설치까지 일주일 걸렸습니다.  아마 세일기간에 구매자분들이 많아서 어쩔 수 없었을거라고 생각해요.  기다리는 시간이 아주 설레였습니다.  옛날 사람이라 그런지 해피콜이 오는지 알고 기다렸는데 요즘은 설치 당일 전에는 모두 카카오톡 문자로 진행 사항을 알려주더라고요.  그리고 일주일 후에 저희집은 오래됬지만 규격장을 사용해서 리폼과 설치 같은날에 진행됬습니다.  리폼 기사님 먼저오셔서 친절히 상판 보강도 해주셨고 걸레받이 부분도 잘 커팅해주셨습니다.  그 후에 설치 기사님 두분이 마침내 새로운 식기세척기 들고오셔서 40분정도 고생해주셨습니다.  설치기사분들이 싱크대 아래 문짝도 다시 고정시켜주셨고 배관도 더 좋게 보수 및 정리해주셨습니다.  친절하게 서비스 해주신 삼성 서비스 기사님들 덕분에 사용 전부터 기분이 아주 좋아졌네요.  일주일 동안 손으로 직접 설거지를 하면서 식기 세척기가 우리의 삶의 질을 얼마나 올려줬었는지... 15년간 고생해줬던 삼성 식기세척기 마치 고잉메리호와 같지 않았나 싶습니다.  오래되서 수명이 다한 식기세척기가 고마웠으나 그립지은 않을거에요.  새로운 DW60DB701W01 앞으로 20년은 함께하자!ㅋ아 그리고 스마트싱크 연결도 알려주시니 거실이나 식기세척기와 가까운 곳에 공유기 와이파이 이름 기억해두시면 좋을것 같습니다.  급해서 방에 있는 와이파이와 연결했는데 그러면 인터넷 연결이 좋지 않아서 좀 시간이 걸리니까 저처럼 당황하지 않게 미리 준비해주시면 좋을 것 같습니다.  얼마나 잘 작동하고 좋은지는 한달 후기에서 다시 뵙겠습니다. ^^,Not verified,,5.0
25-02-18,68522594,dw,builtin,SAMSUNG,BESPOKE,DW60DB701W01,ASIA,kr,retail,naver_shop,,Negative,purchase,Easy_Use,"I was trying to buy it in a hurry, but the price was not easy.","[ A week ago, the Samsung dishwasher that I had used as a move-in option 15 years ago suddenly broke down. I was trying to buy it in a hurry, but the price was not easy. Then, luckily, I happened to see a Naver sale. ] || ---------------- || A week ago, my Samsung dishwasher, which I had used as a move-in option 15 years ago, suddenly broke down. I was trying to buy it in a hurry, but the price was not easy. Then, luckily, Naver's strong sale started, so I bought it at a good price. It took a week from purchase to installation. I think it was inevitable because there were many buyers during the sale period. The waiting time was very exciting. Maybe because I'm old, I waited knowing that a happy call would come, but these days, they all notify me of the progress via KakaoTalk text message before the day of installation. And a week later, my house was old, but I used a standard cabinet, so the remodeling and installation were done on the same day. The remodeling technician came first and kindly reinforced the countertop and cut the mop holder well. After that, two installation technicians finally brought the new dishwasher and worked hard for about 40 minutes. The installation technicians also re-attached the door under the sink and repaired and organized the pipes better. Thanks to the kind service of the Samsung service technicians, I felt much better even before using it. I was washing dishes by hand for a week and realized how much the dishwasher improved our quality of life. The Samsung dishwasher that I worked hard for 15 years was like the Going Mary. I was grateful for the old dishwasher that had reached the end of its lifespan, but I won't miss it. Let's stay together for the next 20 years with the new DW60DB701W01! Oh, and since you also told me how to connect to Smart Sync, it would be good to remember the name of the router Wi-Fi in the living room or near the dishwasher. I was in a hurry so I connected to the Wi-Fi in my room, but the internet connection was not good so it would take some time, so I think it would be good to prepare it in advance so that you don't panic like me. I'll see you again in a month's review to see how well it works and how good it is. ^^",[ 일주일 전에 15년 전 입주 옵션으로 사용하던 삼성 식기세척기가 갑자기 고장이 나버렸습니다.  급하게 구매하려는데 가격이 쉽지 않더라고요.  그러던 중에 딱 운좋게 네이버 강세일 ] || ---------------- || 일주일 전에 15년 전 입주 옵션으로 사용하던 삼성 식기세척기가 갑자기 고장이 나버렸습니다.  급하게 구매하려는데 가격이 쉽지 않더라고요.  그러던 중에 딱 운좋게 네이버 강세일 시작해서 좋은 가격으로 구매했습니다.  구매 후 설치까지 일주일 걸렸습니다.  아마 세일기간에 구매자분들이 많아서 어쩔 수 없었을거라고 생각해요.  기다리는 시간이 아주 설레였습니다.  옛날 사람이라 그런지 해피콜이 오는지 알고 기다렸는데 요즘은 설치 당일 전에는 모두 카카오톡 문자로 진행 사항을 알려주더라고요.  그리고 일주일 후에 저희집은 오래됬지만 규격장을 사용해서 리폼과 설치 같은날에 진행됬습니다.  리폼 기사님 먼저오셔서 친절히 상판 보강도 해주셨고 걸레받이 부분도 잘 커팅해주셨습니다.  그 후에 설치 기사님 두분이 마침내 새로운 식기세척기 들고오셔서 40분정도 고생해주셨습니다.  설치기사분들이 싱크대 아래 문짝도 다시 고정시켜주셨고 배관도 더 좋게 보수 및 정리해주셨습니다.  친절하게 서비스 해주신 삼성 서비스 기사님들 덕분에 사용 전부터 기분이 아주 좋아졌네요.  일주일 동안 손으로 직접 설거지를 하면서 식기 세척기가 우리의 삶의 질을 얼마나 올려줬었는지... 15년간 고생해줬던 삼성 식기세척기 마치 고잉메리호와 같지 않았나 싶습니다.  오래되서 수명이 다한 식기세척기가 고마웠으나 그립지은 않을거에요.  새로운 DW60DB701W01 앞으로 20년은 함께하자!ㅋ아 그리고 스마트싱크 연결도 알려주시니 거실이나 식기세척기와 가까운 곳에 공유기 와이파이 이름 기억해두시면 좋을것 같습니다.  급해서 방에 있는 와이파이와 연결했는데 그러면 인터넷 연결이 좋지 않아서 좀 시간이 걸리니까 저처럼 당황하지 않게 미리 준비해주시면 좋을 것 같습니다.  얼마나 잘 작동하고 좋은지는 한달 후기에서 다시 뵙겠습니다. ^^,Not verified,,5.0
25-02-18,68522594,dw,builtin,SAMSUNG,BESPOKE,DW60DB701W01,ASIA,kr,retail,naver_shop,,Negative,purchase,Price,"I was trying to buy it in a hurry, but the price was not easy.","[ A week ago, the Samsung dishwasher that I had used as a move-in option 15 years ago suddenly broke down. I was trying to buy it in a hurry, but the price was not easy. Then, luckily, I happened to see a Naver sale. ] || ---------------- || A week ago, my Samsung dishwasher, which I had used as a move-in option 15 years ago, suddenly broke down. I was trying to buy it in a hurry, but the price was not easy. Then, luckily, Naver's strong sale started, so I bought it at a good price. It took a week from purchase to installation. I think it was inevitable because there were many buyers during the sale period. The waiting time was very exciting. Maybe because I'm old, I waited knowing that a happy call would come, but these days, they all notify me of the progress via KakaoTalk text message before the day of installation. And a week later, my house was old, but I used a standard cabinet, so the remodeling and installation were done on the same day. The remodeling technician came first and kindly reinforced the countertop and cut the mop holder well. After that, two installation technicians finally brought the new dishwasher and worked hard for about 40 minutes. The installation technicians also re-attached the door under the sink and repaired and organized the pipes better. Thanks to the kind service of the Samsung service technicians, I felt much better even before using it. I was washing dishes by hand for a week and realized how much the dishwasher improved our quality of life. The Samsung dishwasher that I worked hard for 15 years was like the Going Mary. I was grateful for the old dishwasher that had reached the end of its lifespan, but I won't miss it. Let's stay together for the next 20 years with the new DW60DB701W01! Oh, and since you also told me how to connect to Smart Sync, it would be good to remember the name of the router Wi-Fi in the living room or near the dishwasher. I was in a hurry so I connected to the Wi-Fi in my room, but the internet connection was not good so it would take some time, so I think it would be good to prepare it in advance so that you don't panic like me. I'll see you again in a month's review to see how well it works and how good it is. ^^",[ 일주일 전에 15년 전 입주 옵션으로 사용하던 삼성 식기세척기가 갑자기 고장이 나버렸습니다.  급하게 구매하려는데 가격이 쉽지 않더라고요.  그러던 중에 딱 운좋게 네이버 강세일 ] || ---------------- || 일주일 전에 15년 전 입주 옵션으로 사용하던 삼성 식기세척기가 갑자기 고장이 나버렸습니다.  급하게 구매하려는데 가격이 쉽지 않더라고요.  그러던 중에 딱 운좋게 네이버 강세일 시작해서 좋은 가격으로 구매했습니다.  구매 후 설치까지 일주일 걸렸습니다.  아마 세일기간에 구매자분들이 많아서 어쩔 수 없었을거라고 생각해요.  기다리는 시간이 아주 설레였습니다.  옛날 사람이라 그런지 해피콜이 오는지 알고 기다렸는데 요즘은 설치 당일 전에는 모두 카카오톡 문자로 진행 사항을 알려주더라고요.  그리고 일주일 후에 저희집은 오래됬지만 규격장을 사용해서 리폼과 설치 같은날에 진행됬습니다.  리폼 기사님 먼저오셔서 친절히 상판 보강도 해주셨고 걸레받이 부분도 잘 커팅해주셨습니다.  그 후에 설치 기사님 두분이 마침내 새로운 식기세척기 들고오셔서 40분정도 고생해주셨습니다.  설치기사분들이 싱크대 아래 문짝도 다시 고정시켜주셨고 배관도 더 좋게 보수 및 정리해주셨습니다.  친절하게 서비스 해주신 삼성 서비스 기사님들 덕분에 사용 전부터 기분이 아주 좋아졌네요.  일주일 동안 손으로 직접 설거지를 하면서 식기 세척기가 우리의 삶의 질을 얼마나 올려줬었는지... 15년간 고생해줬던 삼성 식기세척기 마치 고잉메리호와 같지 않았나 싶습니다.  오래되서 수명이 다한 식기세척기가 고마웠으나 그립지은 않을거에요.  새로운 DW60DB701W01 앞으로 20년은 함께하자!ㅋ아 그리고 스마트싱크 연결도 알려주시니 거실이나 식기세척기와 가까운 곳에 공유기 와이파이 이름 기억해두시면 좋을것 같습니다.  급해서 방에 있는 와이파이와 연결했는데 그러면 인터넷 연결이 좋지 않아서 좀 시간이 걸리니까 저처럼 당황하지 않게 미리 준비해주시면 좋을 것 같습니다.  얼마나 잘 작동하고 좋은지는 한달 후기에서 다시 뵙겠습니다. ^^,Not verified,,5.0
25-02-18,68522594,dw,builtin,SAMSUNG,BESPOKE,DW60DB701W01,ASIA,kr,retail,naver_shop,,Positive,purchase,Price,"Then, luckily, Naver's strong sale started, so I bought it at a good price.","[ A week ago, the Samsung dishwasher that I had used as a move-in option 15 years ago suddenly broke down. I was trying to buy it in a hurry, but the price was not easy. Then, luckily, I happened to see a Naver sale. ] || ---------------- || A week ago, my Samsung dishwasher, which I had used as a move-in option 15 years ago, suddenly broke down. I was trying to buy it in a hurry, but the price was not easy. Then, luckily, Naver's strong sale started, so I bought it at a good price. It took a week from purchase to installation. I think it was inevitable because there were many buyers during the sale period. The waiting time was very exciting. Maybe because I'm old, I waited knowing that a happy call would come, but these days, they all notify me of the progress via KakaoTalk text message before the day of installation. And a week later, my house was old, but I used a standard cabinet, so the remodeling and installation were done on the same day. The remodeling technician came first and kindly reinforced the countertop and cut the mop holder well. After that, two installation technicians finally brought the new dishwasher and worked hard for about 40 minutes. The installation technicians also re-attached the door under the sink and repaired and organized the pipes better. Thanks to the kind service of the Samsung service technicians, I felt much better even before using it. I was washing dishes by hand for a week and realized how much the dishwasher improved our quality of life. The Samsung dishwasher that I worked hard for 15 years was like the Going Mary. I was grateful for the old dishwasher that had reached the end of its lifespan, but I won't miss it. Let's stay together for the next 20 years with the new DW60DB701W01! Oh, and since you also told me how to connect to Smart Sync, it would be good to remember the name of the router Wi-Fi in the living room or near the dishwasher. I was in a hurry so I connected to the Wi-Fi in my room, but the internet connection was not good so it would take some time, so I think it would be good to prepare it in advance so that you don't panic like me. I'll see you again in a month's review to see how well it works and how good it is. ^^",[ 일주일 전에 15년 전 입주 옵션으로 사용하던 삼성 식기세척기가 갑자기 고장이 나버렸습니다.  급하게 구매하려는데 가격이 쉽지 않더라고요.  그러던 중에 딱 운좋게 네이버 강세일 ] || ---------------- || 일주일 전에 15년 전 입주 옵션으로 사용하던 삼성 식기세척기가 갑자기 고장이 나버렸습니다.  급하게 구매하려는데 가격이 쉽지 않더라고요.  그러던 중에 딱 운좋게 네이버 강세일 시작해서 좋은 가격으로 구매했습니다.  구매 후 설치까지 일주일 걸렸습니다.  아마 세일기간에 구매자분들이 많아서 어쩔 수 없었을거라고 생각해요.  기다리는 시간이 아주 설레였습니다.  옛날 사람이라 그런지 해피콜이 오는지 알고 기다렸는데 요즘은 설치 당일 전에는 모두 카카오톡 문자로 진행 사항을 알려주더라고요.  그리고 일주일 후에 저희집은 오래됬지만 규격장을 사용해서 리폼과 설치 같은날에 진행됬습니다.  리폼 기사님 먼저오셔서 친절히 상판 보강도 해주셨고 걸레받이 부분도 잘 커팅해주셨습니다.  그 후에 설치 기사님 두분이 마침내 새로운 식기세척기 들고오셔서 40분정도 고생해주셨습니다.  설치기사분들이 싱크대 아래 문짝도 다시 고정시켜주셨고 배관도 더 좋게 보수 및 정리해주셨습니다.  친절하게 서비스 해주신 삼성 서비스 기사님들 덕분에 사용 전부터 기분이 아주 좋아졌네요.  일주일 동안 손으로 직접 설거지를 하면서 식기 세척기가 우리의 삶의 질을 얼마나 올려줬었는지... 15년간 고생해줬던 삼성 식기세척기 마치 고잉메리호와 같지 않았나 싶습니다.  오래되서 수명이 다한 식기세척기가 고마웠으나 그립지은 않을거에요.  새로운 DW60DB701W01 앞으로 20년은 함께하자!ㅋ아 그리고 스마트싱크 연결도 알려주시니 거실이나 식기세척기와 가까운 곳에 공유기 와이파이 이름 기억해두시면 좋을것 같습니다.  급해서 방에 있는 와이파이와 연결했는데 그러면 인터넷 연결이 좋지 않아서 좀 시간이 걸리니까 저처럼 당황하지 않게 미리 준비해주시면 좋을 것 같습니다.  얼마나 잘 작동하고 좋은지는 한달 후기에서 다시 뵙겠습니다. ^^,Not verified,,5.0
