Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-01-07,79155697,dw,top_control,SAMSUNG,DW80R9950U,DW80R9950U,,us,retail,bestbuy,,Negative,"maintain,use",Performance_Washing,"The washer had several issues; water did not spin/drain completely, the tub did nit fill properly and the washer would not work unless the hot water was used to wash even when the cold water selection was used as a choice to wash clothing.","[ VERY DISSAPPOINTED ] || ---------------- || I had problems with this machine about two weeks after I received it. Called Best Buy and was told I had to call Samsung. This proved a difficult task as the customer service is out of country. The servicing center is in a city 200+ miles away. The repair ticket had incorrect contact info. The repairman/dealer was rude and condescending. The washer had several issues; water did not spin/drain completely, the tub did nit fill properly and the washer would not work unless the hot water was used to wash even when the cold water selection was used as a choice to wash clothing. Running my hot water would cost me over $300 a month if I ran the hot water to wash clothes since we use hot water for other hygienic purposes.","[ VERY DISSAPPOINTED ] || ---------------- || I had problems with this machine about two weeks after I received it. Called Best Buy and was told I had to call Samsung. This proved a difficult task as the customer service is out of country. The servicing center is in a city 200+ miles away. The repair ticket had incorrect contact info. The repairman/dealer was rude and condescending. The washer had several issues; water did not spin/drain completely, the tub did nit fill properly and the washer would not work unless the hot water was used to wash even when the cold water selection was used as a choice to wash clothing. Running my hot water would cost me over $300 a month if I ran the hot water to wash clothes since we use hot water for other hygienic purposes.",Verified,Originally posted on Samsung - 4.4 Cu. Ft. High-Efficiency Top Load Washer with ActiveWave Agitator - Brushed Black,2.0
23-01-07,79155697,dw,top_control,SAMSUNG,DW80R9950U,DW80R9950U,,us,retail,bestbuy,,Negative,,Price,Running my hot water would cost me over $300 a month if I ran the hot water to wash clothes since we use hot water for other hygienic purposes.,"[ VERY DISSAPPOINTED ] || ---------------- || I had problems with this machine about two weeks after I received it. Called Best Buy and was told I had to call Samsung. This proved a difficult task as the customer service is out of country. The servicing center is in a city 200+ miles away. The repair ticket had incorrect contact info. The repairman/dealer was rude and condescending. The washer had several issues; water did not spin/drain completely, the tub did nit fill properly and the washer would not work unless the hot water was used to wash even when the cold water selection was used as a choice to wash clothing. Running my hot water would cost me over $300 a month if I ran the hot water to wash clothes since we use hot water for other hygienic purposes.","[ VERY DISSAPPOINTED ] || ---------------- || I had problems with this machine about two weeks after I received it. Called Best Buy and was told I had to call Samsung. This proved a difficult task as the customer service is out of country. The servicing center is in a city 200+ miles away. The repair ticket had incorrect contact info. The repairman/dealer was rude and condescending. The washer had several issues; water did not spin/drain completely, the tub did nit fill properly and the washer would not work unless the hot water was used to wash even when the cold water selection was used as a choice to wash clothing. Running my hot water would cost me over $300 a month if I ran the hot water to wash clothes since we use hot water for other hygienic purposes.",Verified,Originally posted on Samsung - 4.4 Cu. Ft. High-Efficiency Top Load Washer with ActiveWave Agitator - Brushed Black,2.0
23-01-07,79949072,dw,front_control,KITCHENAID,KDFE204KBS,KDFE204KBS,,us,retail,kitchenaid,,Positive,use,,Product is good.,[ Looks good cleans good and is quiet after 30 days. ] || ---------------- || Product is good. Purchase and installation by Lowe's Santa Margarita was terrible. Lowe's sold washer to another person before installation. Had to wait another 6 weeks for our install. Installer told us we needed an air gap for $289. Yikes!,[ Looks good cleans good and is quiet after 30 days. ] || ---------------- || Product is good. Purchase and installation by Lowe’s Santa Margarita was terrible. Lowe’s sold washer to another person before installation. Had to wait another 6 weeks for our install. Installer told us we needed an air gap for $289. Yikes!,Not verified,,5.0
23-01-07,79949072,dw,front_control,KITCHENAID,KDFE204KBS,KDFE204KBS,,us,retail,kitchenaid,,Very Negative,"onboard,purchase",Delivery_Installation,Purchase and installation by Lowe's Santa Margarita was terrible.,[ Looks good cleans good and is quiet after 30 days. ] || ---------------- || Product is good. Purchase and installation by Lowe's Santa Margarita was terrible. Lowe's sold washer to another person before installation. Had to wait another 6 weeks for our install. Installer told us we needed an air gap for $289. Yikes!,[ Looks good cleans good and is quiet after 30 days. ] || ---------------- || Product is good. Purchase and installation by Lowe’s Santa Margarita was terrible. Lowe’s sold washer to another person before installation. Had to wait another 6 weeks for our install. Installer told us we needed an air gap for $289. Yikes!,Not verified,,5.0
23-01-07,79949072,dw,front_control,KITCHENAID,KDFE204KBS,KDFE204KBS,,us,retail,kitchenaid,,Neutral,onboard,Delivery_Installation,Lowe's sold washer to another person before installation.,[ Looks good cleans good and is quiet after 30 days. ] || ---------------- || Product is good. Purchase and installation by Lowe's Santa Margarita was terrible. Lowe's sold washer to another person before installation. Had to wait another 6 weeks for our install. Installer told us we needed an air gap for $289. Yikes!,[ Looks good cleans good and is quiet after 30 days. ] || ---------------- || Product is good. Purchase and installation by Lowe’s Santa Margarita was terrible. Lowe’s sold washer to another person before installation. Had to wait another 6 weeks for our install. Installer told us we needed an air gap for $289. Yikes!,Not verified,,5.0
23-01-07,79949072,dw,front_control,KITCHENAID,KDFE204KBS,KDFE204KBS,,us,retail,kitchenaid,,Negative,onboard,Delivery_Installation,Had to wait another 6 weeks for our install.,[ Looks good cleans good and is quiet after 30 days. ] || ---------------- || Product is good. Purchase and installation by Lowe's Santa Margarita was terrible. Lowe's sold washer to another person before installation. Had to wait another 6 weeks for our install. Installer told us we needed an air gap for $289. Yikes!,[ Looks good cleans good and is quiet after 30 days. ] || ---------------- || Product is good. Purchase and installation by Lowe’s Santa Margarita was terrible. Lowe’s sold washer to another person before installation. Had to wait another 6 weeks for our install. Installer told us we needed an air gap for $289. Yikes!,Not verified,,5.0
23-01-07,79949072,dw,front_control,KITCHENAID,KDFE204KBS,KDFE204KBS,,us,retail,kitchenaid,,Neutral,onboard,Delivery_Installation,Installer told us we needed an air gap for $289.,[ Looks good cleans good and is quiet after 30 days. ] || ---------------- || Product is good. Purchase and installation by Lowe's Santa Margarita was terrible. Lowe's sold washer to another person before installation. Had to wait another 6 weeks for our install. Installer told us we needed an air gap for $289. Yikes!,[ Looks good cleans good and is quiet after 30 days. ] || ---------------- || Product is good. Purchase and installation by Lowe’s Santa Margarita was terrible. Lowe’s sold washer to another person before installation. Had to wait another 6 weeks for our install. Installer told us we needed an air gap for $289. Yikes!,Not verified,,5.0
23-01-07,79949072,dw,front_control,KITCHENAID,KDFE204KBS,KDFE204KBS,,us,retail,kitchenaid,,Positive,,,Yikes!,[ Looks good cleans good and is quiet after 30 days. ] || ---------------- || Product is good. Purchase and installation by Lowe's Santa Margarita was terrible. Lowe's sold washer to another person before installation. Had to wait another 6 weeks for our install. Installer told us we needed an air gap for $289. Yikes!,[ Looks good cleans good and is quiet after 30 days. ] || ---------------- || Product is good. Purchase and installation by Lowe’s Santa Margarita was terrible. Lowe’s sold washer to another person before installation. Had to wait another 6 weeks for our install. Installer told us we needed an air gap for $289. Yikes!,Not verified,,5.0
23-01-07,96561090,dw,front_control,BOSCH,300_series,SHEM63W52N,,us,retail,homedepot,,Neutral,,,The 4th digit in the model number denotes the series (Bosch specific).,"[ Research your choices! ] || ---------------- || The 4th digit in the model number denotes the series (Bosch specific). \""M\"" means 100 series. Home depot shows the model number as \"" Model#: SHEM63W55N \"", found under product details.","[ Research your choices! ] || ---------------- || The 4th digit in the model number denotes the series (Bosch specific).\r\'M\' means 100 series.\rHome depot shows the model number as \' Model#: SHEM63W55N \', found under product details.",Not verified,,3.0
23-01-07,96561090,dw,front_control,BOSCH,300_series,SHEM63W52N,,us,retail,homedepot,,Neutral,,Easy_Use,"\""M\"" means 100 series.","[ Research your choices! ] || ---------------- || The 4th digit in the model number denotes the series (Bosch specific). \""M\"" means 100 series. Home depot shows the model number as \"" Model#: SHEM63W55N \"", found under product details.","[ Research your choices! ] || ---------------- || The 4th digit in the model number denotes the series (Bosch specific).\r\'M\' means 100 series.\rHome depot shows the model number as \' Model#: SHEM63W55N \', found under product details.",Not verified,,3.0
23-01-07,96561090,dw,front_control,BOSCH,300_series,SHEM63W52N,,us,retail,homedepot,,Neutral,,Delivery_Installation,"Home depot shows the model number as \"" Model#: SHEM63W55N \"", found under product details.","[ Research your choices! ] || ---------------- || The 4th digit in the model number denotes the series (Bosch specific). \""M\"" means 100 series. Home depot shows the model number as \"" Model#: SHEM63W55N \"", found under product details.","[ Research your choices! ] || ---------------- || The 4th digit in the model number denotes the series (Bosch specific).\r\'M\' means 100 series.\rHome depot shows the model number as \' Model#: SHEM63W55N \', found under product details.",Not verified,,3.0
23-01-07,96561090,dw,front_control,BOSCH,300_series,SHEM63W52N,,us,retail,homedepot,,Neutral,,Durability,"Home depot shows the model number as \"" Model#: SHEM63W55N \"", found under product details.","[ Research your choices! ] || ---------------- || The 4th digit in the model number denotes the series (Bosch specific). \""M\"" means 100 series. Home depot shows the model number as \"" Model#: SHEM63W55N \"", found under product details.","[ Research your choices! ] || ---------------- || The 4th digit in the model number denotes the series (Bosch specific).\r\'M\' means 100 series.\rHome depot shows the model number as \' Model#: SHEM63W55N \', found under product details.",Not verified,,3.0
23-01-06,50664813,dw,top_control,GE,GDT665SFNDS,GDT665SFNDS,,us,retail,sears,,Positive,use,,I love this dishwasher.,[ Bottle Washers work Amazing ] || ---------------- || I love this dishwasher. It has a 3rd row rack for odds and ends. Top rack has bottle washers and rack adjusts and it is also super quiet.,[ Bottle Washers work Amazing ] || ---------------- || I love this dishwasher.  It has a 3rd row rack for odds and ends. Top rack has bottle washers and rack adjusts and it is also super quiet.,,,5.0
23-01-06,50664813,dw,top_control,GE,GDT665SFNDS,GDT665SFNDS,,us,retail,sears,,Neutral,use,Easy_Use,It has a 3rd row rack for odds and ends.,[ Bottle Washers work Amazing ] || ---------------- || I love this dishwasher. It has a 3rd row rack for odds and ends. Top rack has bottle washers and rack adjusts and it is also super quiet.,[ Bottle Washers work Amazing ] || ---------------- || I love this dishwasher.  It has a 3rd row rack for odds and ends. Top rack has bottle washers and rack adjusts and it is also super quiet.,,,5.0
23-01-06,50664813,dw,top_control,GE,GDT665SFNDS,GDT665SFNDS,,us,retail,sears,,Positive,use,Easy_Use,Top rack has bottle washers and rack adjusts and it is also super quiet.,[ Bottle Washers work Amazing ] || ---------------- || I love this dishwasher. It has a 3rd row rack for odds and ends. Top rack has bottle washers and rack adjusts and it is also super quiet.,[ Bottle Washers work Amazing ] || ---------------- || I love this dishwasher.  It has a 3rd row rack for odds and ends. Top rack has bottle washers and rack adjusts and it is also super quiet.,,,5.0
23-01-06,50664813,dw,top_control,GE,GDT665SFNDS,GDT665SFNDS,,us,retail,sears,,Positive,use,Noise_Vibration,Top rack has bottle washers and rack adjusts and it is also super quiet.,[ Bottle Washers work Amazing ] || ---------------- || I love this dishwasher. It has a 3rd row rack for odds and ends. Top rack has bottle washers and rack adjusts and it is also super quiet.,[ Bottle Washers work Amazing ] || ---------------- || I love this dishwasher.  It has a 3rd row rack for odds and ends. Top rack has bottle washers and rack adjusts and it is also super quiet.,,,5.0
23-01-06,47786636,dw,dishwasher,SAMSUNG,,,ASIA,kr,cafe,naver_cafe,om,Neutral,,,What detergent do you use?,What detergent do you use?,세제뭐쓰세요?,,,unrated
23-01-06,50584883,dw,top_control,GE,GPT225S,GPT225S,,us,retail,sears,,Positive,use,Easy_Use,"I like it, but all controls are inside the unit.","[ Good features, except for one ] || ---------------- || I like it, but all controls are inside the unit. I can't see how much time remains","[ Good features, except for one ] || ---------------- || I like it, but all controls are inside the unit. I can't see how much time remains",,,5.0
23-01-06,50584883,dw,top_control,GE,GPT225S,GPT225S,,us,retail,sears,,Neutral,,Easy_Use,I can't see how much time remains,"[ Good features, except for one ] || ---------------- || I like it, but all controls are inside the unit. I can't see how much time remains","[ Good features, except for one ] || ---------------- || I like it, but all controls are inside the unit. I can't see how much time remains",,,5.0
23-01-06,55158707,dw,top_control,BOSCH,6_series,SBD6TCX00E,EU,es,retail,bosch_home_es,,Positive,use,,Excellent dishwasher.,[ Excellent ] || ---------------- || Excellent dishwasher.,[ Odličen ] || ---------------- || Excellent dishwasher.,,,5.0
23-01-06,47773993,dw,front_control,MIDEA,RX600W,RX600W,ASIA,cn,retail,jd,,Neutral,onboard,Delivery_Installation,"Not installed yet, received the goods.","Not installed yet, received the goods.",还没安装，货收到了。,,,5.0
23-01-06,47805364,dw,front_control,MIDEA,RX600P,RX600P,ASIA,cn,retail,jd,,Positive,onboard,Delivery_Installation,The installer is very professional and attentive,The installer is very professional and attentive,安装师傅很专业细心,,,5.0
23-01-06,50584509,dw,top_control,GE,GPT225S,GPT225S,,us,retail,sears,,Neutral,,,Wish I could see time left without practically standing on my head.,[ Great cleaning ability ] || ---------------- || Wish I could see time left without practically standing on my head.,[ Great cleaning ability ] || ---------------- || Wish I could see time left without practically standing on my head.,,,5.0
23-01-06,50583428,dw,top_control,GE,GPT225S,GPT225S,,us,retail,sears,,Positive,use,Easy_Use,Love that it take me less time and water now to do dishes I love this dishwasher it's zn excellent addition to our appliances.,[ Good machine ] || ---------------- || Love that it take me less time and water now to do dishes I love this dishwasher it's zn excellent addition to our appliances.,[ Good machine ] || ---------------- || Love that it take me less time and water now to do dishes I love this dishwasher it's zn excellent addition to our appliances.,,,5.0
23-01-06,50583428,dw,top_control,GE,GPT225S,GPT225S,,us,retail,sears,,Positive,use,Performance_Washing,Love that it take me less time and water now to do dishes I love this dishwasher it's zn excellent addition to our appliances.,[ Good machine ] || ---------------- || Love that it take me less time and water now to do dishes I love this dishwasher it's zn excellent addition to our appliances.,[ Good machine ] || ---------------- || Love that it take me less time and water now to do dishes I love this dishwasher it's zn excellent addition to our appliances.,,,5.0
23-01-06,50620514,dw,top_control,GE,GDP645SYNFS,GDP645SYNFS,,us,retail,sears,,Very Positive,"purchase,use",Performance_Drying,"Best dishwasher for the price, leaves dishes clean and dry.","[ Excellent drying feature ] || ---------------- || Best dishwasher for the price, leaves dishes clean and dry.","[ Excellent drying feature ] || ---------------- || Best dishwasher for the price, leaves dishes clean and dry.",,,5.0
23-01-06,50620514,dw,top_control,GE,GDP645SYNFS,GDP645SYNFS,,us,retail,sears,,Very Positive,"purchase,use",Performance_Washing,"Best dishwasher for the price, leaves dishes clean and dry.","[ Excellent drying feature ] || ---------------- || Best dishwasher for the price, leaves dishes clean and dry.","[ Excellent drying feature ] || ---------------- || Best dishwasher for the price, leaves dishes clean and dry.",,,5.0
23-01-06,50620514,dw,top_control,GE,GDP645SYNFS,GDP645SYNFS,,us,retail,sears,,Very Positive,"purchase,use",Price,"Best dishwasher for the price, leaves dishes clean and dry.","[ Excellent drying feature ] || ---------------- || Best dishwasher for the price, leaves dishes clean and dry.","[ Excellent drying feature ] || ---------------- || Best dishwasher for the price, leaves dishes clean and dry.",,,5.0
23-01-06,50544350,dw,top_control,LG,LDP7808BD,LDP7808BD,,us,retail,sears,,Neutral,,Easy_Use,This is my 3rd LG 3 rack dishwasher in Black Stainless.,"[ Quiet dishwasher ] || ---------------- || This is my 3rd LG 3 rack dishwasher in Black Stainless. It is very quiet, adjustable racks. The Black Stainless is very classy. Kitchens sell homes and these class up any kitchen.","[ Quiet dishwasher ] || ---------------- || This is my 3rd LG 3 rack dishwasher in Black Stainless. It is very quiet, adjustable racks. The Black Stainless is very classy. Kitchens sell homes and these class up any kitchen.",,,5.0
23-01-06,50544350,dw,top_control,LG,LDP7808BD,LDP7808BD,,us,retail,sears,,Positive,use,Easy_Use,"It is very quiet, adjustable racks.","[ Quiet dishwasher ] || ---------------- || This is my 3rd LG 3 rack dishwasher in Black Stainless. It is very quiet, adjustable racks. The Black Stainless is very classy. Kitchens sell homes and these class up any kitchen.","[ Quiet dishwasher ] || ---------------- || This is my 3rd LG 3 rack dishwasher in Black Stainless. It is very quiet, adjustable racks. The Black Stainless is very classy. Kitchens sell homes and these class up any kitchen.",,,5.0
23-01-06,50544350,dw,top_control,LG,LDP7808BD,LDP7808BD,,us,retail,sears,,Positive,use,Noise_Vibration,"It is very quiet, adjustable racks.","[ Quiet dishwasher ] || ---------------- || This is my 3rd LG 3 rack dishwasher in Black Stainless. It is very quiet, adjustable racks. The Black Stainless is very classy. Kitchens sell homes and these class up any kitchen.","[ Quiet dishwasher ] || ---------------- || This is my 3rd LG 3 rack dishwasher in Black Stainless. It is very quiet, adjustable racks. The Black Stainless is very classy. Kitchens sell homes and these class up any kitchen.",,,5.0
23-01-06,50544350,dw,top_control,LG,LDP7808BD,LDP7808BD,,us,retail,sears,,Positive,use,Design,The Black Stainless is very classy.,"[ Quiet dishwasher ] || ---------------- || This is my 3rd LG 3 rack dishwasher in Black Stainless. It is very quiet, adjustable racks. The Black Stainless is very classy. Kitchens sell homes and these class up any kitchen.","[ Quiet dishwasher ] || ---------------- || This is my 3rd LG 3 rack dishwasher in Black Stainless. It is very quiet, adjustable racks. The Black Stainless is very classy. Kitchens sell homes and these class up any kitchen.",,,5.0
23-01-06,50544350,dw,top_control,LG,LDP7808BD,LDP7808BD,,us,retail,sears,,Positive,,Design,Kitchens sell homes and these class up any kitchen.,"[ Quiet dishwasher ] || ---------------- || This is my 3rd LG 3 rack dishwasher in Black Stainless. It is very quiet, adjustable racks. The Black Stainless is very classy. Kitchens sell homes and these class up any kitchen.","[ Quiet dishwasher ] || ---------------- || This is my 3rd LG 3 rack dishwasher in Black Stainless. It is very quiet, adjustable racks. The Black Stainless is very classy. Kitchens sell homes and these class up any kitchen.",,,5.0
23-01-06,50564618,dw,front_control,LG,LDFN4542S,LDFN4542S,,us,retail,sears,,Positive,use,Noise_Vibration,This dishwasher works well and is quiet when operating.,[ Works Well ] || ---------------- || This dishwasher works well and is quiet when operating.,[ Works Well ] || ---------------- || This dishwasher works well and is quiet when operating.,,,5.0
23-01-06,50564588,dw,front_control,LG,LDFN4542S,LDFN4542S,,us,retail,sears,,Positive,,Easy_Use,"Easy to operate, LG Customer Service was great when I had questions.","[ One nice machine! ] || ---------------- || Easy to operate, LG Customer Service was great when I had questions. It is nice to look at too.","[ One nice machine! ] || ---------------- || Easy to operate, LG Customer Service was great when I had questions. It is nice to look at too.",,,5.0
23-01-06,50564588,dw,front_control,LG,LDFN4542S,LDFN4542S,,us,retail,sears,,Positive,use,Design,It is nice to look at too.,"[ One nice machine! ] || ---------------- || Easy to operate, LG Customer Service was great when I had questions. It is nice to look at too.","[ One nice machine! ] || ---------------- || Easy to operate, LG Customer Service was great when I had questions. It is nice to look at too.",,,5.0
23-01-06,50563537,dw,front_control,LG,LDFN4542S,LDFN4542S,,us,retail,sears,,Positive,purchase,,"We purchased the LDFN4542W a little over a month ago, and we could not be more pleased!","[ Our Choice, following extensive research! ] || ---------------- || We purchased the LDFN4542W a little over a month ago, and we could not be more pleased! Like most people, we wanted the best product, for the least cost, and we got it. Our research criteria was: product quality, price, performance, quiet and white front. LG nailed all five. Performance is stellar and is much quieter than we expected. There are others with more bells and whistles, that cost more, but if you want to wash dishes, the LDFN4542W is your machine!","[ Our Choice, following extensive research! ] || ---------------- || We purchased the LDFN4542W a little over a month ago, and we could not be more pleased! Like most people, we wanted the best product, for the least cost, and we got it. Our research criteria was: product quality, price, performance, quiet and white front. LG nailed all five. Performance is stellar and is much quieter than we expected. There are others with more bells and whistles, that cost more, but if you want to wash dishes, the LDFN4542W is your machine!",,,5.0
23-01-06,50563537,dw,front_control,LG,LDFN4542S,LDFN4542S,,us,retail,sears,,Neutral,purchase,,"Like most people, we wanted the best product, for the least cost, and we got it.","[ Our Choice, following extensive research! ] || ---------------- || We purchased the LDFN4542W a little over a month ago, and we could not be more pleased! Like most people, we wanted the best product, for the least cost, and we got it. Our research criteria was: product quality, price, performance, quiet and white front. LG nailed all five. Performance is stellar and is much quieter than we expected. There are others with more bells and whistles, that cost more, but if you want to wash dishes, the LDFN4542W is your machine!","[ Our Choice, following extensive research! ] || ---------------- || We purchased the LDFN4542W a little over a month ago, and we could not be more pleased! Like most people, we wanted the best product, for the least cost, and we got it. Our research criteria was: product quality, price, performance, quiet and white front. LG nailed all five. Performance is stellar and is much quieter than we expected. There are others with more bells and whistles, that cost more, but if you want to wash dishes, the LDFN4542W is your machine!",,,5.0
23-01-06,50563537,dw,front_control,LG,LDFN4542S,LDFN4542S,,us,retail,sears,,Neutral,,Design,"Our research criteria was: product quality, price, performance, quiet and white front.","[ Our Choice, following extensive research! ] || ---------------- || We purchased the LDFN4542W a little over a month ago, and we could not be more pleased! Like most people, we wanted the best product, for the least cost, and we got it. Our research criteria was: product quality, price, performance, quiet and white front. LG nailed all five. Performance is stellar and is much quieter than we expected. There are others with more bells and whistles, that cost more, but if you want to wash dishes, the LDFN4542W is your machine!","[ Our Choice, following extensive research! ] || ---------------- || We purchased the LDFN4542W a little over a month ago, and we could not be more pleased! Like most people, we wanted the best product, for the least cost, and we got it. Our research criteria was: product quality, price, performance, quiet and white front. LG nailed all five. Performance is stellar and is much quieter than we expected. There are others with more bells and whistles, that cost more, but if you want to wash dishes, the LDFN4542W is your machine!",,,5.0
23-01-06,50563537,dw,front_control,LG,LDFN4542S,LDFN4542S,,us,retail,sears,,Neutral,,Noise_Vibration,"Our research criteria was: product quality, price, performance, quiet and white front.","[ Our Choice, following extensive research! ] || ---------------- || We purchased the LDFN4542W a little over a month ago, and we could not be more pleased! Like most people, we wanted the best product, for the least cost, and we got it. Our research criteria was: product quality, price, performance, quiet and white front. LG nailed all five. Performance is stellar and is much quieter than we expected. There are others with more bells and whistles, that cost more, but if you want to wash dishes, the LDFN4542W is your machine!","[ Our Choice, following extensive research! ] || ---------------- || We purchased the LDFN4542W a little over a month ago, and we could not be more pleased! Like most people, we wanted the best product, for the least cost, and we got it. Our research criteria was: product quality, price, performance, quiet and white front. LG nailed all five. Performance is stellar and is much quieter than we expected. There are others with more bells and whistles, that cost more, but if you want to wash dishes, the LDFN4542W is your machine!",,,5.0
23-01-06,50563537,dw,front_control,LG,LDFN4542S,LDFN4542S,,us,retail,sears,,Positive,,Durability,LG nailed all five.,"[ Our Choice, following extensive research! ] || ---------------- || We purchased the LDFN4542W a little over a month ago, and we could not be more pleased! Like most people, we wanted the best product, for the least cost, and we got it. Our research criteria was: product quality, price, performance, quiet and white front. LG nailed all five. Performance is stellar and is much quieter than we expected. There are others with more bells and whistles, that cost more, but if you want to wash dishes, the LDFN4542W is your machine!","[ Our Choice, following extensive research! ] || ---------------- || We purchased the LDFN4542W a little over a month ago, and we could not be more pleased! Like most people, we wanted the best product, for the least cost, and we got it. Our research criteria was: product quality, price, performance, quiet and white front. LG nailed all five. Performance is stellar and is much quieter than we expected. There are others with more bells and whistles, that cost more, but if you want to wash dishes, the LDFN4542W is your machine!",,,5.0
23-01-06,50563537,dw,front_control,LG,LDFN4542S,LDFN4542S,,us,retail,sears,,Positive,,Service,LG nailed all five.,"[ Our Choice, following extensive research! ] || ---------------- || We purchased the LDFN4542W a little over a month ago, and we could not be more pleased! Like most people, we wanted the best product, for the least cost, and we got it. Our research criteria was: product quality, price, performance, quiet and white front. LG nailed all five. Performance is stellar and is much quieter than we expected. There are others with more bells and whistles, that cost more, but if you want to wash dishes, the LDFN4542W is your machine!","[ Our Choice, following extensive research! ] || ---------------- || We purchased the LDFN4542W a little over a month ago, and we could not be more pleased! Like most people, we wanted the best product, for the least cost, and we got it. Our research criteria was: product quality, price, performance, quiet and white front. LG nailed all five. Performance is stellar and is much quieter than we expected. There are others with more bells and whistles, that cost more, but if you want to wash dishes, the LDFN4542W is your machine!",,,5.0
23-01-06,50563537,dw,front_control,LG,LDFN4542S,LDFN4542S,,us,retail,sears,,Positive,use,Noise_Vibration,performance is stellar and is much quieter than we expected.,"[ Our Choice, following extensive research! ] || ---------------- || We purchased the LDFN4542W a little over a month ago, and we could not be more pleased! Like most people, we wanted the best product, for the least cost, and we got it. Our research criteria was: product quality, price, performance, quiet and white front. LG nailed all five. Performance is stellar and is much quieter than we expected. There are others with more bells and whistles, that cost more, but if you want to wash dishes, the LDFN4542W is your machine!","[ Our Choice, following extensive research! ] || ---------------- || We purchased the LDFN4542W a little over a month ago, and we could not be more pleased! Like most people, we wanted the best product, for the least cost, and we got it. Our research criteria was: product quality, price, performance, quiet and white front. LG nailed all five. Performance is stellar and is much quieter than we expected. There are others with more bells and whistles, that cost more, but if you want to wash dishes, the LDFN4542W is your machine!",,,5.0
23-01-06,50563537,dw,front_control,LG,LDFN4542S,LDFN4542S,,us,retail,sears,,Negative,use,Performance_Washing,"There are others with more bells and whistles, that cost more, but if you want to wash dishes, the LDFN4542W is your machine!","[ Our Choice, following extensive research! ] || ---------------- || We purchased the LDFN4542W a little over a month ago, and we could not be more pleased! Like most people, we wanted the best product, for the least cost, and we got it. Our research criteria was: product quality, price, performance, quiet and white front. LG nailed all five. Performance is stellar and is much quieter than we expected. There are others with more bells and whistles, that cost more, but if you want to wash dishes, the LDFN4542W is your machine!","[ Our Choice, following extensive research! ] || ---------------- || We purchased the LDFN4542W a little over a month ago, and we could not be more pleased! Like most people, we wanted the best product, for the least cost, and we got it. Our research criteria was: product quality, price, performance, quiet and white front. LG nailed all five. Performance is stellar and is much quieter than we expected. There are others with more bells and whistles, that cost more, but if you want to wash dishes, the LDFN4542W is your machine!",,,5.0
23-01-06,50563537,dw,front_control,LG,LDFN4542S,LDFN4542S,,us,retail,sears,,Negative,use,Price,"There are others with more bells and whistles, that cost more, but if you want to wash dishes, the LDFN4542W is your machine!","[ Our Choice, following extensive research! ] || ---------------- || We purchased the LDFN4542W a little over a month ago, and we could not be more pleased! Like most people, we wanted the best product, for the least cost, and we got it. Our research criteria was: product quality, price, performance, quiet and white front. LG nailed all five. Performance is stellar and is much quieter than we expected. There are others with more bells and whistles, that cost more, but if you want to wash dishes, the LDFN4542W is your machine!","[ Our Choice, following extensive research! ] || ---------------- || We purchased the LDFN4542W a little over a month ago, and we could not be more pleased! Like most people, we wanted the best product, for the least cost, and we got it. Our research criteria was: product quality, price, performance, quiet and white front. LG nailed all five. Performance is stellar and is much quieter than we expected. There are others with more bells and whistles, that cost more, but if you want to wash dishes, the LDFN4542W is your machine!",,,5.0
23-01-06,50564617,dw,front_control,LG,LDFN4542S,LDFN4542S,,us,retail,sears,,Positive,use,Performance_Washing,I've had my dishwasher for over 4 years and it washes great.,[ LG products are the best!  ] || ---------------- || I've had my dishwasher for over 4 years and it washes great. There are many convenient cycles to choose from. I had issues with the control panel developing a small crack. LG fixed it immediately they also replaced the bottom rack free of charge,[ LG products are the best!! ] || ---------------- || I’ve had my dishwasher for over 4 years and it washes great. There are many convenient cycles to choose from.  I had issues with the control panel developing a small crack. LG fixed it immediately  they also replaced the bottom rack free of charge,,,5.0
23-01-06,50564617,dw,front_control,LG,LDFN4542S,LDFN4542S,,us,retail,sears,,Positive,use,Easy_Use,There are many convenient cycles to choose from.,[ LG products are the best!  ] || ---------------- || I've had my dishwasher for over 4 years and it washes great. There are many convenient cycles to choose from. I had issues with the control panel developing a small crack. LG fixed it immediately they also replaced the bottom rack free of charge,[ LG products are the best!! ] || ---------------- || I’ve had my dishwasher for over 4 years and it washes great. There are many convenient cycles to choose from.  I had issues with the control panel developing a small crack. LG fixed it immediately  they also replaced the bottom rack free of charge,,,5.0
23-01-06,50564617,dw,front_control,LG,LDFN4542S,LDFN4542S,,us,retail,sears,,Negative,"maintain,use",Durability,I had issues with the control panel developing a small crack.,[ LG products are the best!  ] || ---------------- || I've had my dishwasher for over 4 years and it washes great. There are many convenient cycles to choose from. I had issues with the control panel developing a small crack. LG fixed it immediately they also replaced the bottom rack free of charge,[ LG products are the best!! ] || ---------------- || I’ve had my dishwasher for over 4 years and it washes great. There are many convenient cycles to choose from.  I had issues with the control panel developing a small crack. LG fixed it immediately  they also replaced the bottom rack free of charge,,,5.0
