Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-07-11,53675856,dw,front_control,GE,GDF450PGRBB_GDF450PGRWW_GDF450PSRSS,GDF450PGRBB_GDF450PGRWW_GDF450PSRSS,,us,retail,geappliances,,Neutral,use,Easy_Use,Open the door and slide the top rack out 6 inches to prop the door open or the dishes will be covered in spots.,"[ Priced accordingly ] || ---------------- || Inexpensive, washes dishes, latch and all moving parts are cheap, which fits the price. Doesn't dry the dishes, leaves tons of moisture in the machine. Open the door and slide the top rack out 6 inches to prop the door open or the dishes will be covered in spots. Inexpensive… got what we paid for and not disappointed.","[ Priced accordingly ] || ---------------- || Inexpensive, washes dishes, latch and all moving parts are  cheap, which fits the price. Doesn’t dry the dishes, leaves tons of moisture in the machine. Open the door and slide the top rack out 6 inches  to prop the door open or the dishes will be covered in spots. Inexpensive… got what we paid for and not disappointed.",,,3.0
23-07-09,79944812,dw,top_control,CAFE,CDD420P2TS1_CDD420P3TD1_CDD420P4TW2,CDD420P2TS1_CDD420P3TD1_CDD420P4TW2,,us,retail,cafeappliances,drawer,Negative,"maintain,use",Easy_Use,Sensors constantly think something is wrong and stop the wash cycle midway through constantly.,[ Very sensitive ] || ---------------- || Sensors constantly think something is wrong and stop the wash cycle midway through constantly. I just had it installed and it's already faulty,[ Very sensitive ] || ---------------- || Sensors constantly think something is wrong and stop the wash cycle midway through constantly. I just had it installed and it’s already faulty,Not verified,,1.0
23-07-09,79944812,dw,top_control,CAFE,CDD420P2TS1_CDD420P3TD1_CDD420P4TW2,CDD420P2TS1_CDD420P3TD1_CDD420P4TW2,,us,retail,cafeappliances,drawer,Very Negative,onboard,Delivery_Installation,I just had it installed and it's already faulty,[ Very sensitive ] || ---------------- || Sensors constantly think something is wrong and stop the wash cycle midway through constantly. I just had it installed and it's already faulty,[ Very sensitive ] || ---------------- || Sensors constantly think something is wrong and stop the wash cycle midway through constantly. I just had it installed and it’s already faulty,Not verified,,1.0
23-07-09,79944812,dw,top_control,CAFE,CDD420P2TS1_CDD420P3TD1_CDD420P4TW2,CDD420P2TS1_CDD420P3TD1_CDD420P4TW2,,us,retail,cafeappliances,drawer,Very Negative,onboard,Durability,I just had it installed and it's already faulty,[ Very sensitive ] || ---------------- || Sensors constantly think something is wrong and stop the wash cycle midway through constantly. I just had it installed and it's already faulty,[ Very sensitive ] || ---------------- || Sensors constantly think something is wrong and stop the wash cycle midway through constantly. I just had it installed and it’s already faulty,Not verified,,1.0
23-07-09,95067944,dw,countertop,MIDEA,MDW_H601B,MDW_H601B,ASIA,kr,retail,naver_shop,,Negative,use,Easy_Use,"I used to have a built-in dishwasher, but I got rid of it because bending over to put things in and take them out was a hassle.","I used to have a built-in dishwasher, but I got rid of it because bending over to put things in and take them out was a hassle. However, lately, even standing while washing dishes has become difficult, so I decided to buy one. Although my kitchen is small, there happened to be an awkward space to put it in, and it fits perfectly. After meals, I throw away leftovers, soak the dishes in water, and run them in the dishwasher, so there is plenty of room. It is just right for washing dishes for a family of three. It is a bit of a shame that it doesn't have a drying function, but since it has an automatic opening feature, I am just using it as a dish drying rack.","[ 예전에 빌트인 식기세척기를 사용하다가 허리 숙이고 넣고 빼는게 귀찮아서 버렸었는데, 요즘 설겆이하면서 서 있는 것도 힘들어져서 구입했네요. 좁은 주방이지만 마침 사용하기가 애매한 ] || ---------------- || 예전에 빌트인 식기세척기를 사용하다가 허리 숙이고 넣고 빼는게 귀찮아서 버렸었는데, 요즘 설겆이하면서 서 있는 것도 힘들어져서 구입했네요. 좁은 주방이지만 마침 사용하기가 애매한 공간이 있어 거기에 집어넣으니 완전 딱이네요. 식사 후 남은 음식물 버리고 물에 담가 놓았다가 세척기에 돌리니 너무 여유롭네요. 세 식구 그릇 씻기에 딱이구요. 건조 기능이 없어 아쉽긴한데 자동 열림 기능이 있어 그냥 식기 건조대 겸해서 사용하고 있어요.",Not verified,,5.0
23-07-09,95067944,dw,countertop,MIDEA,MDW_H601B,MDW_H601B,ASIA,kr,retail,naver_shop,,Negative,decide,Easy_Use,"However, lately, even standing while washing dishes has become difficult, so I decided to buy one.","I used to have a built-in dishwasher, but I got rid of it because bending over to put things in and take them out was a hassle. However, lately, even standing while washing dishes has become difficult, so I decided to buy one. Although my kitchen is small, there happened to be an awkward space to put it in, and it fits perfectly. After meals, I throw away leftovers, soak the dishes in water, and run them in the dishwasher, so there is plenty of room. It is just right for washing dishes for a family of three. It is a bit of a shame that it doesn't have a drying function, but since it has an automatic opening feature, I am just using it as a dish drying rack.","[ 예전에 빌트인 식기세척기를 사용하다가 허리 숙이고 넣고 빼는게 귀찮아서 버렸었는데, 요즘 설겆이하면서 서 있는 것도 힘들어져서 구입했네요. 좁은 주방이지만 마침 사용하기가 애매한 ] || ---------------- || 예전에 빌트인 식기세척기를 사용하다가 허리 숙이고 넣고 빼는게 귀찮아서 버렸었는데, 요즘 설겆이하면서 서 있는 것도 힘들어져서 구입했네요. 좁은 주방이지만 마침 사용하기가 애매한 공간이 있어 거기에 집어넣으니 완전 딱이네요. 식사 후 남은 음식물 버리고 물에 담가 놓았다가 세척기에 돌리니 너무 여유롭네요. 세 식구 그릇 씻기에 딱이구요. 건조 기능이 없어 아쉽긴한데 자동 열림 기능이 있어 그냥 식기 건조대 겸해서 사용하고 있어요.",Not verified,,5.0
23-07-09,95067944,dw,countertop,MIDEA,MDW_H601B,MDW_H601B,ASIA,kr,retail,naver_shop,,Positive,use,Design,"Although my kitchen is small, there happened to be an awkward space to put it in, and it fits perfectly.","I used to have a built-in dishwasher, but I got rid of it because bending over to put things in and take them out was a hassle. However, lately, even standing while washing dishes has become difficult, so I decided to buy one. Although my kitchen is small, there happened to be an awkward space to put it in, and it fits perfectly. After meals, I throw away leftovers, soak the dishes in water, and run them in the dishwasher, so there is plenty of room. It is just right for washing dishes for a family of three. It is a bit of a shame that it doesn't have a drying function, but since it has an automatic opening feature, I am just using it as a dish drying rack.","[ 예전에 빌트인 식기세척기를 사용하다가 허리 숙이고 넣고 빼는게 귀찮아서 버렸었는데, 요즘 설겆이하면서 서 있는 것도 힘들어져서 구입했네요. 좁은 주방이지만 마침 사용하기가 애매한 ] || ---------------- || 예전에 빌트인 식기세척기를 사용하다가 허리 숙이고 넣고 빼는게 귀찮아서 버렸었는데, 요즘 설겆이하면서 서 있는 것도 힘들어져서 구입했네요. 좁은 주방이지만 마침 사용하기가 애매한 공간이 있어 거기에 집어넣으니 완전 딱이네요. 식사 후 남은 음식물 버리고 물에 담가 놓았다가 세척기에 돌리니 너무 여유롭네요. 세 식구 그릇 씻기에 딱이구요. 건조 기능이 없어 아쉽긴한데 자동 열림 기능이 있어 그냥 식기 건조대 겸해서 사용하고 있어요.",Not verified,,5.0
23-07-09,95067944,dw,countertop,MIDEA,MDW_H601B,MDW_H601B,ASIA,kr,retail,naver_shop,,Neutral,use,Design,"After meals, I throw away leftovers, soak the dishes in water, and run them in the dishwasher, so there is plenty of room.","I used to have a built-in dishwasher, but I got rid of it because bending over to put things in and take them out was a hassle. However, lately, even standing while washing dishes has become difficult, so I decided to buy one. Although my kitchen is small, there happened to be an awkward space to put it in, and it fits perfectly. After meals, I throw away leftovers, soak the dishes in water, and run them in the dishwasher, so there is plenty of room. It is just right for washing dishes for a family of three. It is a bit of a shame that it doesn't have a drying function, but since it has an automatic opening feature, I am just using it as a dish drying rack.","[ 예전에 빌트인 식기세척기를 사용하다가 허리 숙이고 넣고 빼는게 귀찮아서 버렸었는데, 요즘 설겆이하면서 서 있는 것도 힘들어져서 구입했네요. 좁은 주방이지만 마침 사용하기가 애매한 ] || ---------------- || 예전에 빌트인 식기세척기를 사용하다가 허리 숙이고 넣고 빼는게 귀찮아서 버렸었는데, 요즘 설겆이하면서 서 있는 것도 힘들어져서 구입했네요. 좁은 주방이지만 마침 사용하기가 애매한 공간이 있어 거기에 집어넣으니 완전 딱이네요. 식사 후 남은 음식물 버리고 물에 담가 놓았다가 세척기에 돌리니 너무 여유롭네요. 세 식구 그릇 씻기에 딱이구요. 건조 기능이 없어 아쉽긴한데 자동 열림 기능이 있어 그냥 식기 건조대 겸해서 사용하고 있어요.",Not verified,,5.0
23-07-09,95067944,dw,countertop,MIDEA,MDW_H601B,MDW_H601B,ASIA,kr,retail,naver_shop,,Positive,use,Design,It is just right for washing dishes for a family of three.,"I used to have a built-in dishwasher, but I got rid of it because bending over to put things in and take them out was a hassle. However, lately, even standing while washing dishes has become difficult, so I decided to buy one. Although my kitchen is small, there happened to be an awkward space to put it in, and it fits perfectly. After meals, I throw away leftovers, soak the dishes in water, and run them in the dishwasher, so there is plenty of room. It is just right for washing dishes for a family of three. It is a bit of a shame that it doesn't have a drying function, but since it has an automatic opening feature, I am just using it as a dish drying rack.","[ 예전에 빌트인 식기세척기를 사용하다가 허리 숙이고 넣고 빼는게 귀찮아서 버렸었는데, 요즘 설겆이하면서 서 있는 것도 힘들어져서 구입했네요. 좁은 주방이지만 마침 사용하기가 애매한 ] || ---------------- || 예전에 빌트인 식기세척기를 사용하다가 허리 숙이고 넣고 빼는게 귀찮아서 버렸었는데, 요즘 설겆이하면서 서 있는 것도 힘들어져서 구입했네요. 좁은 주방이지만 마침 사용하기가 애매한 공간이 있어 거기에 집어넣으니 완전 딱이네요. 식사 후 남은 음식물 버리고 물에 담가 놓았다가 세척기에 돌리니 너무 여유롭네요. 세 식구 그릇 씻기에 딱이구요. 건조 기능이 없어 아쉽긴한데 자동 열림 기능이 있어 그냥 식기 건조대 겸해서 사용하고 있어요.",Not verified,,5.0
23-07-09,95067944,dw,countertop,MIDEA,MDW_H601B,MDW_H601B,ASIA,kr,retail,naver_shop,,Positive,use,Performance_Washing,It is just right for washing dishes for a family of three.,"I used to have a built-in dishwasher, but I got rid of it because bending over to put things in and take them out was a hassle. However, lately, even standing while washing dishes has become difficult, so I decided to buy one. Although my kitchen is small, there happened to be an awkward space to put it in, and it fits perfectly. After meals, I throw away leftovers, soak the dishes in water, and run them in the dishwasher, so there is plenty of room. It is just right for washing dishes for a family of three. It is a bit of a shame that it doesn't have a drying function, but since it has an automatic opening feature, I am just using it as a dish drying rack.","[ 예전에 빌트인 식기세척기를 사용하다가 허리 숙이고 넣고 빼는게 귀찮아서 버렸었는데, 요즘 설겆이하면서 서 있는 것도 힘들어져서 구입했네요. 좁은 주방이지만 마침 사용하기가 애매한 ] || ---------------- || 예전에 빌트인 식기세척기를 사용하다가 허리 숙이고 넣고 빼는게 귀찮아서 버렸었는데, 요즘 설겆이하면서 서 있는 것도 힘들어져서 구입했네요. 좁은 주방이지만 마침 사용하기가 애매한 공간이 있어 거기에 집어넣으니 완전 딱이네요. 식사 후 남은 음식물 버리고 물에 담가 놓았다가 세척기에 돌리니 너무 여유롭네요. 세 식구 그릇 씻기에 딱이구요. 건조 기능이 없어 아쉽긴한데 자동 열림 기능이 있어 그냥 식기 건조대 겸해서 사용하고 있어요.",Not verified,,5.0
23-07-09,95067944,dw,countertop,MIDEA,MDW_H601B,MDW_H601B,ASIA,kr,retail,naver_shop,,Negative,use,Easy_Use,"It is a bit of a shame that it doesn't have a drying function, but since it has an automatic opening feature, I am just using it as a dish drying rack.","I used to have a built-in dishwasher, but I got rid of it because bending over to put things in and take them out was a hassle. However, lately, even standing while washing dishes has become difficult, so I decided to buy one. Although my kitchen is small, there happened to be an awkward space to put it in, and it fits perfectly. After meals, I throw away leftovers, soak the dishes in water, and run them in the dishwasher, so there is plenty of room. It is just right for washing dishes for a family of three. It is a bit of a shame that it doesn't have a drying function, but since it has an automatic opening feature, I am just using it as a dish drying rack.","[ 예전에 빌트인 식기세척기를 사용하다가 허리 숙이고 넣고 빼는게 귀찮아서 버렸었는데, 요즘 설겆이하면서 서 있는 것도 힘들어져서 구입했네요. 좁은 주방이지만 마침 사용하기가 애매한 ] || ---------------- || 예전에 빌트인 식기세척기를 사용하다가 허리 숙이고 넣고 빼는게 귀찮아서 버렸었는데, 요즘 설겆이하면서 서 있는 것도 힘들어져서 구입했네요. 좁은 주방이지만 마침 사용하기가 애매한 공간이 있어 거기에 집어넣으니 완전 딱이네요. 식사 후 남은 음식물 버리고 물에 담가 놓았다가 세척기에 돌리니 너무 여유롭네요. 세 식구 그릇 씻기에 딱이구요. 건조 기능이 없어 아쉽긴한데 자동 열림 기능이 있어 그냥 식기 건조대 겸해서 사용하고 있어요.",Not verified,,5.0
23-07-09,96660594,dw,top_control,GE,profile_series,PDT715SMNES,,us,retail,homedepot,,Positive,use,Performance_Washing,The dishwasher does it's job.,[ Dishwasher does it's job ] || ---------------- || The dishwasher does it's job. It loads nicely and the capacity works well for us.,[ Dishwasher does it’s job ] || ---------------- || The dishwasher does it’s job.It loads nicely and the capacity works well for us.,Not verified,Originally posted on geappliances.com,5.0
23-07-09,96660594,dw,top_control,GE,profile_series,PDT715SMNES,,us,retail,homedepot,,Positive,use,Design,It loads nicely and the capacity works well for us.,[ Dishwasher does it's job ] || ---------------- || The dishwasher does it's job. It loads nicely and the capacity works well for us.,[ Dishwasher does it’s job ] || ---------------- || The dishwasher does it’s job.It loads nicely and the capacity works well for us.,Not verified,Originally posted on geappliances.com,5.0
23-07-09,96660594,dw,top_control,GE,profile_series,PDT715SMNES,,us,retail,homedepot,,Positive,use,Performance_Washing,It loads nicely and the capacity works well for us.,[ Dishwasher does it's job ] || ---------------- || The dishwasher does it's job. It loads nicely and the capacity works well for us.,[ Dishwasher does it’s job ] || ---------------- || The dishwasher does it’s job.It loads nicely and the capacity works well for us.,Not verified,Originally posted on geappliances.com,5.0
23-07-09,96660592,dw,top_control,GE,profile_series,PDT715SMNES,,us,retail,homedepot,,Positive,use,,Dishwasher works great.,Dishwasher works great. Very quiet and dishes come. Out super clean. It was very easy to install.,[ Awesome ] || ---------------- || Dishwasher works great. Very quiet and dishes comeOut super clean. It was very easy to install.,Not verified,Originally posted on geappliances.com,5.0
23-07-09,96660592,dw,top_control,GE,profile_series,PDT715SMNES,,us,retail,homedepot,,Positive,use,Noise_Vibration,Very quiet and dishes come.,Dishwasher works great. Very quiet and dishes come. Out super clean. It was very easy to install.,[ Awesome ] || ---------------- || Dishwasher works great. Very quiet and dishes comeOut super clean. It was very easy to install.,Not verified,Originally posted on geappliances.com,5.0
23-07-09,96660592,dw,top_control,GE,profile_series,PDT715SMNES,,us,retail,homedepot,,Positive,use,Performance_Washing,Out super clean.,Dishwasher works great. Very quiet and dishes come. Out super clean. It was very easy to install.,[ Awesome ] || ---------------- || Dishwasher works great. Very quiet and dishes comeOut super clean. It was very easy to install.,Not verified,Originally posted on geappliances.com,5.0
23-07-09,96660592,dw,top_control,GE,profile_series,PDT715SMNES,,us,retail,homedepot,,Positive,onboard,Delivery_Installation,It was very easy to install.,Dishwasher works great. Very quiet and dishes come. Out super clean. It was very easy to install.,[ Awesome ] || ---------------- || Dishwasher works great. Very quiet and dishes comeOut super clean. It was very easy to install.,Not verified,Originally posted on geappliances.com,5.0
23-07-09,97262387,dw,top_control,GE,GDT695SBLTS,GDT695SBLTS,,us,retail,homedepot,,Negative,use,Easy_Use,"Always wet inside machine, need to use boost dry option which takes over two hours.","Always wet inside machine, need to use boost dry option which takes over two hours. Quiet","[ Quiet ] || ---------------- || Always wet inside machine, need to use boost dry option which takes over two hours.Quiet",Not verified,Originally posted on geappliances.com,4.0
23-07-09,97262387,dw,top_control,GE,GDT695SBLTS,GDT695SBLTS,,us,retail,homedepot,,Negative,use,Performance_Drying,"Always wet inside machine, need to use boost dry option which takes over two hours.","Always wet inside machine, need to use boost dry option which takes over two hours. Quiet","[ Quiet ] || ---------------- || Always wet inside machine, need to use boost dry option which takes over two hours.Quiet",Not verified,Originally posted on geappliances.com,4.0
23-07-09,97262387,dw,top_control,GE,GDT695SBLTS,GDT695SBLTS,,us,retail,homedepot,,Positive,,Noise_Vibration,Quiet,"Always wet inside machine, need to use boost dry option which takes over two hours. Quiet","[ Quiet ] || ---------------- || Always wet inside machine, need to use boost dry option which takes over two hours.Quiet",Not verified,Originally posted on geappliances.com,4.0
23-07-09,97271699,dw,top_control,GE,GDT226SSLSS,GDT226SSLSS,,us,retail,homedepot,,Negative,use,Performance_Drying,Doesn't dry dishes.,[ Not wheelchair friendly ] || ---------------- || Doesn't dry dishes. Buttons are on to under counter. Very inaccessible for me.,[ Not wheelchair friendly ] || ---------------- || Doesn't dry dishes.Buttons are on to under counter. Very inaccessible for me.,Not verified,Originally posted on geappliances.com,3.0
23-07-09,97271699,dw,top_control,GE,GDT226SSLSS,GDT226SSLSS,,us,retail,homedepot,,Neutral,,Easy_Use,Buttons are on to under counter.,[ Not wheelchair friendly ] || ---------------- || Doesn't dry dishes. Buttons are on to under counter. Very inaccessible for me.,[ Not wheelchair friendly ] || ---------------- || Doesn't dry dishes.Buttons are on to under counter. Very inaccessible for me.,Not verified,Originally posted on geappliances.com,3.0
23-07-09,97271699,dw,top_control,GE,GDT226SSLSS,GDT226SSLSS,,us,retail,homedepot,,Negative,,Easy_Use,Very inaccessible for me.,[ Not wheelchair friendly ] || ---------------- || Doesn't dry dishes. Buttons are on to under counter. Very inaccessible for me.,[ Not wheelchair friendly ] || ---------------- || Doesn't dry dishes.Buttons are on to under counter. Very inaccessible for me.,Not verified,Originally posted on geappliances.com,3.0
23-07-08,72342905,dw,builtin,LG,Objet_collection,DUBJ,ASIA,kr,retail,coupang,,Positive,use,Design,It's so cute,It's so cute,너무  깔맞춤이네여 짱짱,Not verified,,5.0
23-07-08,53687892,dw,top_control,BOSCH,SHPM65Z55N,SHPM65Z55N,,us,retail,bosch_home_us,,Positive,purchase,,Good value,[ Boscb ] || ---------------- || Good value,[ Boscb ] || ---------------- || Good value,,,5.0
23-07-08,53690008,dw,top_control,WHIRLPOOL,WDT970SAKZ,WDT970SAKZ,,us,retail,lowes,,Positive,use,Noise_Vibration,very quite,[ good quality ] || ---------------- || very quite,[ good quality ] || ---------------- || [This review was collected as part of a promotion.] very quite,,,5.0
23-07-08,72342776,dw,builtin,LG,Objet_collection,DUBJ,ASIA,kr,retail,coupang,,Positive,use,,It's so good,[ Why did I buy it now? ] || ---------------- || It's so good,[ 왜 이제 샀을까 ] || ---------------- || 뾰숑이요 넘좋아요,Not verified,,5.0
23-07-08,53653650,dw,dishwasher,SAMSUNG,BESPOKE,DW60A8355FG,ASIA,kr,retail,naver_shop,,Neutral,,,It's a new world.,[ It's a new world. It cleans well. ] || ---------------- || It's a new world. It cleans well.,[ 신세계이네요 뽀드득뽀드득 세척 잘되요 ] || ---------------- || 신세계네요 깨끗하게 잘 닦입니다.,,,5.0
23-07-08,53653650,dw,dishwasher,SAMSUNG,BESPOKE,DW60A8355FG,ASIA,kr,retail,naver_shop,,Positive,use,Performance_Washing,It cleans well.,[ It's a new world. It cleans well. ] || ---------------- || It's a new world. It cleans well.,[ 신세계이네요 뽀드득뽀드득 세척 잘되요 ] || ---------------- || 신세계네요 깨끗하게 잘 닦입니다.,,,5.0
23-07-08,53552827,dw,countertop,PANASONIC,NP_K8RWH3R,NP_K8RWH3R,ASIA,cn,retail,jd,,Positive,use,Easy_Use,"Easy to use, free your hands","Easy to use, free your hands",好用好用，解放双手了,,,5.0
23-07-08,53607448,dw,front_control,MIDEA,H60S,H60S,ASIA,cn,retail,jd,,,,,very good thank you,very good thank you,아주 좋아요 감사합니다~,,,5.0
23-07-08,104827462,dw,top_control,GE,GDT550PGRBB_GDT550PGRWW_GDT550PYRFS,GDT550PGRBB_GDT550PGRWW_GDT550PYRFS,,us,retail,costco,,Positive,use,,Great product.,[ Delivery and haul away was perfect. ] || ---------------- || Great product.,[ Delivery and haul away was perfect. ] || ---------------- || 非常棒的产品。,Verified,,5.0
23-07-08,53481471,dw,front_control,KITCHENAID,KDFM404K,KDFM404K,,us,retail,kitchenaid,,Neutral,,Service,Quit sending me emails I already completed this survey so I gave you a 1 this time.,[ Dishwasher ] || ---------------- || Quit sending me emails I already completed this survey so I gave you a 1 this time.,[ Dishwasher ] || ---------------- || Quit sending me emails I already completed this survey so I gave you a 1 this time.,,,1.0
23-07-08,85870344,dw,front_control,KITCHENAID,KDFE104KWH,KDFE104KWH,,us,retail,lowes,,Neutral,,Easy_Use,Normal cycle took over three hours run time,[ Normal cycle runs a long time I use express cycle ] || ---------------- || Normal cycle took over three hours run time,[ Normal cycle runs a long time  I use express cycle ] || ---------------- || Normal cycle took over three hours run time,Verified,,4.0
23-07-08,53487340,dw,top_control,BOSCH,300_series,SHXM63W55N,,us,retail,lowes,,Negative,,Design,1)Lowe's website has the incorrect product photos.,"[ Trying to figure out how to return ] || ---------------- || 1)Lowe's website has the incorrect product photos. This dishwasher does NOT have a third rack (that most Bosch dishwashers have) and it does NOT come with an insulation blanket. Is this what makes it a 'Lowe's exclusive'? 2)the baskets that hold silverware are two separate baskets that do not connect to each other and do not securely attach to the bottom rack of the dishwasher. They are made of such flimsy plastic that they will break just trying to clip them securely to the bottom rack.3) we used this for the first time last night and selected 'extra dry' for the heated-drying selection. Not a single dish came out dry this morning. 4)Bosch boasts that it has a red light that illuminates the floor every time it is in use because they are so quiet - Maybe it's good for their other models but this is unnecessary for this one. It's just as loud as our old one and now there's an annoying red light glowing in the kitchen.We ordered this from Lowes.com and paid for delivery and install. It took 1 week to arrive at our Lowe's, the installer was not available to pick it up or install it for an additional two weeks. We had already been without a dishwasher for two weeks, so we went ahead and picked it up from Lowe's ourselves. We STILL have not been reimbursed for the ~$220 installation fee! We scheduled it to be installed by a different plumber and paid them separately. This experience from Lowe's is the worst. Also, I hate this dishwasher so much. Don't buy it. I'm trying to figure out how to take it back.I'm giving it 2 stars because it cleaned our dishes (didn't dry them) and it looks nice.","[ Trying to figure out how to return ] || ---------------- || 1)Lowe’s website has the incorrect product photos. This dishwasher does NOT have a third rack (that most Bosch dishwashers have) and it does NOT come with an insulation blanket. Is this what makes it a ‘Lowe’s exclusive’?2)the baskets that hold silverware are two separate baskets that do not connect to each other and do not securely attach to the bottom rack of the dishwasher. They are made of such flimsy plastic that they will break just trying to clip them securely to the bottom rack.3) we used this for the first time last night and selected ‘extra dry’ for the heated-drying selection. Not a single dish came out dry this morning. 4)Bosch boasts that it has a red light that illuminates the floor every time it is in use because they are so quiet - Maybe it’s good for their other models but this is unnecessary for this one. It’s just as loud as our old one and now there’s an annoying red light glowing in the kitchen.We ordered this from Lowes.com and paid for delivery and install. It took 1 week to arrive at our Lowe’s, the installer was not available to pick it up or install it for an additional two weeks. We had already been without a dishwasher for two weeks, so we went ahead and picked it up from Lowe’s ourselves. We STILL have not been reimbursed for the ~$220 installation fee!! We scheduled it to be installed by a different plumber and paid them separately. This experience from Lowe’s is the worst. Also, I hate this dishwasher so much. Don’t buy it. I’m trying to figure out how to take it back.I’m giving it 2 stars because it cleaned our dishes (didn’t dry them) and it looks nice.",,,2.0
23-07-08,53487340,dw,top_control,BOSCH,300_series,SHXM63W55N,,us,retail,lowes,,Negative,use,Easy_Use,This dishwasher does NOT have a third rack (that most Bosch dishwashers have) and it does NOT come with an insulation blanket.,"[ Trying to figure out how to return ] || ---------------- || 1)Lowe's website has the incorrect product photos. This dishwasher does NOT have a third rack (that most Bosch dishwashers have) and it does NOT come with an insulation blanket. Is this what makes it a 'Lowe's exclusive'? 2)the baskets that hold silverware are two separate baskets that do not connect to each other and do not securely attach to the bottom rack of the dishwasher. They are made of such flimsy plastic that they will break just trying to clip them securely to the bottom rack.3) we used this for the first time last night and selected 'extra dry' for the heated-drying selection. Not a single dish came out dry this morning. 4)Bosch boasts that it has a red light that illuminates the floor every time it is in use because they are so quiet - Maybe it's good for their other models but this is unnecessary for this one. It's just as loud as our old one and now there's an annoying red light glowing in the kitchen.We ordered this from Lowes.com and paid for delivery and install. It took 1 week to arrive at our Lowe's, the installer was not available to pick it up or install it for an additional two weeks. We had already been without a dishwasher for two weeks, so we went ahead and picked it up from Lowe's ourselves. We STILL have not been reimbursed for the ~$220 installation fee! We scheduled it to be installed by a different plumber and paid them separately. This experience from Lowe's is the worst. Also, I hate this dishwasher so much. Don't buy it. I'm trying to figure out how to take it back.I'm giving it 2 stars because it cleaned our dishes (didn't dry them) and it looks nice.","[ Trying to figure out how to return ] || ---------------- || 1)Lowe’s website has the incorrect product photos. This dishwasher does NOT have a third rack (that most Bosch dishwashers have) and it does NOT come with an insulation blanket. Is this what makes it a ‘Lowe’s exclusive’?2)the baskets that hold silverware are two separate baskets that do not connect to each other and do not securely attach to the bottom rack of the dishwasher. They are made of such flimsy plastic that they will break just trying to clip them securely to the bottom rack.3) we used this for the first time last night and selected ‘extra dry’ for the heated-drying selection. Not a single dish came out dry this morning. 4)Bosch boasts that it has a red light that illuminates the floor every time it is in use because they are so quiet - Maybe it’s good for their other models but this is unnecessary for this one. It’s just as loud as our old one and now there’s an annoying red light glowing in the kitchen.We ordered this from Lowes.com and paid for delivery and install. It took 1 week to arrive at our Lowe’s, the installer was not available to pick it up or install it for an additional two weeks. We had already been without a dishwasher for two weeks, so we went ahead and picked it up from Lowe’s ourselves. We STILL have not been reimbursed for the ~$220 installation fee!! We scheduled it to be installed by a different plumber and paid them separately. This experience from Lowe’s is the worst. Also, I hate this dishwasher so much. Don’t buy it. I’m trying to figure out how to take it back.I’m giving it 2 stars because it cleaned our dishes (didn’t dry them) and it looks nice.",,,2.0
