Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
25-01-06,67927898,dw,front_control,GE,GDF670SYVFS,GDF670SYVFS,,us,retail,homedepot,,Negative,,Service,"GE, You are not doing me a favor, I purchased your unit, It dont work.","[ Waste of Money ] || ---------------- || Dishwasher was delivered 12/9/23 , stopped working on 12/20/23. All display lights were flashing and would not work. Called for service, 1st appointment was on 12/12/24. Repairman came out on 12/12/24, 12/19/24,12/26/24 and then unit was replaced last week of February due to techs unable to repair unit. On 1/2/2024 same issue occurs with all lights flashing. Called GE on 1/06/2024 and was told out of warranty but they would send a tech out 1 time at no cost to check and repair, but I would have to pay for parts and additional service calls if the tech had to return to install any parts they did not have in stock on service van. So original unit was unusable for 2 months and GE was going to ""do me a favor"" and not charge a service call. The most irritating thing was the attitude with the call center. GE, You are not doing me a favor, I purchased your unit, It dont work. It took multiple service calls to decide to replace unit, The replacement didnt last a year. I took off work for every service call. Complete waste of Money.","[ Waste of Money ] || ---------------- || Dishwasher was delivered 12/9/23 , stopped working on 12/20/23. All display lights were flashing and would not work. Called for service, 1st appointment was on 12/12/24. Repairman came out on 12/12/24, 12/19/24,12/26/24 and then unit was replaced last week of February due to techs unable to repair unit. On 1/2/2024 same issue occurs with all lights flashing. Called GE on 1/06/2024 and was told out of warranty but they would send a tech out 1 time at no cost to check and repair, but I would have to pay for parts and additional service calls if the tech had to return to install any parts they did not have in stock on service van. So original unit was unusable for 2 months and GE was going to 'do me a favor' and not charge a service call.  The most irritating thing was the attitude with the call center.  GE, You are not doing me a favor, I purchased your unit, It dont work. It took multiple service calls to decide to replace unit, The replacement didnt last a year. I took off work for every service call. Complete waste of Money.",Not verified,,1.0
25-01-05,67850562,dw,top_control,BOSCH,800_series,SHX78CM5N,,us,retail,bestbuy,,Positive,use,Noise_Vibration,What a quiet machine and I love that the buttons for operating it are hidden!,[ Super dishwasher ] || ---------------- || What a quiet machine and I love that the buttons for operating it are hidden!,[ Super dishwasher ] || ---------------- || [This review was collected as part of a promotion.] What a quiet machine and I love that the buttons for operating it are hidden!,Verified,,5.0
25-01-05,67831278,dw,front_control,GE,GDF645SMNES_GDF645SSNSS,GDF645SMNES_GDF645SSNSS,,us,retail,geappliances,,Positive,use,,So far I love it.,[ Cleans great ] || ---------------- || So far I love it. Very happy. My 3rd one I have purchased over the years,[ Cleans great ] || ---------------- || So far I love it. Very happy. My 3rd one I have purchased over the years,,,5.0
25-01-05,67831278,dw,front_control,GE,GDF645SMNES_GDF645SSNSS,GDF645SMNES_GDF645SSNSS,,us,retail,geappliances,,Positive,,,Very happy.,[ Cleans great ] || ---------------- || So far I love it. Very happy. My 3rd one I have purchased over the years,[ Cleans great ] || ---------------- || So far I love it. Very happy. My 3rd one I have purchased over the years,,,5.0
25-01-05,67831278,dw,front_control,GE,GDF645SMNES_GDF645SSNSS,GDF645SMNES_GDF645SSNSS,,us,retail,geappliances,,Neutral,purchase,,My 3rd one I have purchased over the years,[ Cleans great ] || ---------------- || So far I love it. Very happy. My 3rd one I have purchased over the years,[ Cleans great ] || ---------------- || So far I love it. Very happy. My 3rd one I have purchased over the years,,,5.0
25-01-05,67832025,dw,dishwasher,GE,PDT715S,PDT715S,,us,retail,costco,,Positive,use,,Love this dishwasher.,[ Great Dishwasher ] || ---------------- || Love this dishwasher. Works well and everything comes out clean and dry. Our table wear actually sparkles now.,[ Great Dishwasher ] || ---------------- || Love this dishwasher. Works well and everything comes out clean and dry.  Our table wear actually sparkles now.,Verified,,5.0
25-01-05,67832025,dw,dishwasher,GE,PDT715S,PDT715S,,us,retail,costco,,Positive,use,Performance_Drying,Works well and everything comes out clean and dry.,[ Great Dishwasher ] || ---------------- || Love this dishwasher. Works well and everything comes out clean and dry. Our table wear actually sparkles now.,[ Great Dishwasher ] || ---------------- || Love this dishwasher. Works well and everything comes out clean and dry.  Our table wear actually sparkles now.,Verified,,5.0
25-01-05,67832025,dw,dishwasher,GE,PDT715S,PDT715S,,us,retail,costco,,Positive,use,Performance_Washing,Works well and everything comes out clean and dry.,[ Great Dishwasher ] || ---------------- || Love this dishwasher. Works well and everything comes out clean and dry. Our table wear actually sparkles now.,[ Great Dishwasher ] || ---------------- || Love this dishwasher. Works well and everything comes out clean and dry.  Our table wear actually sparkles now.,Verified,,5.0
25-01-05,67832025,dw,dishwasher,GE,PDT715S,PDT715S,,us,retail,costco,,Positive,use,,Our table wear actually sparkles now.,[ Great Dishwasher ] || ---------------- || Love this dishwasher. Works well and everything comes out clean and dry. Our table wear actually sparkles now.,[ Great Dishwasher ] || ---------------- || Love this dishwasher. Works well and everything comes out clean and dry.  Our table wear actually sparkles now.,Verified,,5.0
25-01-05,67832385,dw,top_control,SAMSUNG,DW80CG5451SR,DW80CG5451SR,,us,retail,costco,,Positive,use,Design,"Great dishwasher, looks sleek.","[ A+ ] || ---------------- || Great dishwasher, looks sleek. Only thing missing is notification light that dishes are clean.","[ A+ ] || ---------------- || Great dishwasher, looks sleek. Only thing missing is notification light that dishes are clean.",Verified,,4.0
25-01-05,67832385,dw,top_control,SAMSUNG,DW80CG5451SR,DW80CG5451SR,,us,retail,costco,,Negative,use,,Only thing missing is notification light that dishes are clean.,"[ A+ ] || ---------------- || Great dishwasher, looks sleek. Only thing missing is notification light that dishes are clean.","[ A+ ] || ---------------- || Great dishwasher, looks sleek. Only thing missing is notification light that dishes are clean.",Verified,,4.0
25-01-05,79940665,dw,top_control,KITCHENAID,KDTE204KBS_KDTE204KWH,KDTE204KBS_KDTE204KWH,,us,retail,kitchenaid,,Positive,use,Noise_Vibration,It's nice and quiet which is a feature we look forward to in a dishwasher.,"[ Quiet dishwasher ] || ---------------- || It's nice and quiet which is a feature we look forward to in a dishwasher. Otherwise, t works as one would expect and our dishes come out very clean. The wash cycles, even the “express cycle” seems rather long but I guess that's how they are all made. I'd buy it again but hope to not have to.","[ Quiet dishwasher ] || ---------------- || It’s nice and quiet which is a feature we look forward to in a dishwasher. Otherwise, t works as one would expect and our dishes come out very clean. The wash cycles, even the “express cycle” seems rather long but I guess that’s how they are all made. I’d buy it again but hope to not have to.",Not verified,,4.0
25-01-05,79940665,dw,top_control,KITCHENAID,KDTE204KBS_KDTE204KWH,KDTE204KBS_KDTE204KWH,,us,retail,kitchenaid,,Positive,use,Performance_Washing,"Otherwise, t works as one would expect and our dishes come out very clean.","[ Quiet dishwasher ] || ---------------- || It's nice and quiet which is a feature we look forward to in a dishwasher. Otherwise, t works as one would expect and our dishes come out very clean. The wash cycles, even the “express cycle” seems rather long but I guess that's how they are all made. I'd buy it again but hope to not have to.","[ Quiet dishwasher ] || ---------------- || It’s nice and quiet which is a feature we look forward to in a dishwasher. Otherwise, t works as one would expect and our dishes come out very clean. The wash cycles, even the “express cycle” seems rather long but I guess that’s how they are all made. I’d buy it again but hope to not have to.",Not verified,,4.0
25-01-05,79940665,dw,top_control,KITCHENAID,KDTE204KBS_KDTE204KWH,KDTE204KBS_KDTE204KWH,,us,retail,kitchenaid,,Neutral,use,,"The wash cycles, even the “express cycle” seems rather long but I guess that's how they are all made.","[ Quiet dishwasher ] || ---------------- || It's nice and quiet which is a feature we look forward to in a dishwasher. Otherwise, t works as one would expect and our dishes come out very clean. The wash cycles, even the “express cycle” seems rather long but I guess that's how they are all made. I'd buy it again but hope to not have to.","[ Quiet dishwasher ] || ---------------- || It’s nice and quiet which is a feature we look forward to in a dishwasher. Otherwise, t works as one would expect and our dishes come out very clean. The wash cycles, even the “express cycle” seems rather long but I guess that’s how they are all made. I’d buy it again but hope to not have to.",Not verified,,4.0
