Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
26-02-25,82497408,dw,top_control,KITCHENAID,KDTS324SPS,KDTS324SPS,,us,retail,costco,,Neutral,onboard,Delivery_Installation,He did a quick installation.,[ Installed ] || ---------------- || The dishwasher was delivered and installed by Christian today. He did a quick installation. He was friendly and knowledgeable. I am very pkeased.,[ Installed ] || ---------------- || The dishwasher was delivered and installed by Christian today. He did a quick installation. He was friendly and knowledgeable. I am very pkeased.,Not verified,,5.0
26-02-22,81414852,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Neutral,onboard,Delivery_Installation,I installed it on the same day and it's the same for me too.,I installed it on the same day and it's the same for me too. Is it normal for it not to dry to this extent?,같은날 설치했는데 저도 이래요ㅜㅜ이정도로 건조가 안되는게 맞는지ㅡㅡ;;,,,unrated
26-02-22,81414852,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Neutral,use,Performance_Drying,Is it normal for it not to dry to this extent?,I installed it on the same day and it's the same for me too. Is it normal for it not to dry to this extent?,같은날 설치했는데 저도 이래요ㅜㅜ이정도로 건조가 안되는게 맞는지ㅡㅡ;;,,,unrated
26-02-22,81414853,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Positive,use,Performance_Drying,"Our dishwasher doesn't have a hot air function, but the water is so hot that if I open it slightly, it dries completely.","Our dishwasher doesn't have a hot air function, but the water is so hot that if I open it slightly, it dries completely. If the dishwasher doesn't dry, does that mean I should use a separate dryer? It's not a cheap machine, so I wonder if the hot air function works. Try putting it in on the first and second floors and turning it on. When you put in cups, don't put them flat, put them diagonally. Is there a place to put spoons? Put them upright. If they still don't dry, I don't think they can be used.","저희 식세기는 열풍 기능 없는건데, 워낙 물이 뜨거워서 살짝 열어두면 바짝 말라있어요 식세기 안 마르면 건조기 따로 쓰라는건가 .. 한 두푼하는 기계도 아니고 열풍기능이 작동하는지 궁금하네요 1층 2층만 넣어 돌려보세요 컵 넣을때 평평하게 넣지말고 어슷하게 넣으시고 수저는 꽂는 곳 있나요? 세워서 넣으세요 그래도 안 마르면 못 쓸거 같아요",,,unrated
26-02-22,81414853,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Neutral,,Performance_Drying,"If the dishwasher doesn't dry, does that mean I should use a separate dryer?","Our dishwasher doesn't have a hot air function, but the water is so hot that if I open it slightly, it dries completely. If the dishwasher doesn't dry, does that mean I should use a separate dryer? It's not a cheap machine, so I wonder if the hot air function works. Try putting it in on the first and second floors and turning it on. When you put in cups, don't put them flat, put them diagonally. Is there a place to put spoons? Put them upright. If they still don't dry, I don't think they can be used.","저희 식세기는 열풍 기능 없는건데, 워낙 물이 뜨거워서 살짝 열어두면 바짝 말라있어요 식세기 안 마르면 건조기 따로 쓰라는건가 .. 한 두푼하는 기계도 아니고 열풍기능이 작동하는지 궁금하네요 1층 2층만 넣어 돌려보세요 컵 넣을때 평평하게 넣지말고 어슷하게 넣으시고 수저는 꽂는 곳 있나요? 세워서 넣으세요 그래도 안 마르면 못 쓸거 같아요",,,unrated
26-02-22,81414853,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Neutral,use,,"It's not a cheap machine, so I wonder if the hot air function works.","Our dishwasher doesn't have a hot air function, but the water is so hot that if I open it slightly, it dries completely. If the dishwasher doesn't dry, does that mean I should use a separate dryer? It's not a cheap machine, so I wonder if the hot air function works. Try putting it in on the first and second floors and turning it on. When you put in cups, don't put them flat, put them diagonally. Is there a place to put spoons? Put them upright. If they still don't dry, I don't think they can be used.","저희 식세기는 열풍 기능 없는건데, 워낙 물이 뜨거워서 살짝 열어두면 바짝 말라있어요 식세기 안 마르면 건조기 따로 쓰라는건가 .. 한 두푼하는 기계도 아니고 열풍기능이 작동하는지 궁금하네요 1층 2층만 넣어 돌려보세요 컵 넣을때 평평하게 넣지말고 어슷하게 넣으시고 수저는 꽂는 곳 있나요? 세워서 넣으세요 그래도 안 마르면 못 쓸거 같아요",,,unrated
26-02-22,81414853,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Neutral,,Durability,Try putting it in on the first and second floors and turning it on.,"Our dishwasher doesn't have a hot air function, but the water is so hot that if I open it slightly, it dries completely. If the dishwasher doesn't dry, does that mean I should use a separate dryer? It's not a cheap machine, so I wonder if the hot air function works. Try putting it in on the first and second floors and turning it on. When you put in cups, don't put them flat, put them diagonally. Is there a place to put spoons? Put them upright. If they still don't dry, I don't think they can be used.","저희 식세기는 열풍 기능 없는건데, 워낙 물이 뜨거워서 살짝 열어두면 바짝 말라있어요 식세기 안 마르면 건조기 따로 쓰라는건가 .. 한 두푼하는 기계도 아니고 열풍기능이 작동하는지 궁금하네요 1층 2층만 넣어 돌려보세요 컵 넣을때 평평하게 넣지말고 어슷하게 넣으시고 수저는 꽂는 곳 있나요? 세워서 넣으세요 그래도 안 마르면 못 쓸거 같아요",,,unrated
26-02-22,81414853,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Neutral,use,Design,"When you put in cups, don't put them flat, put them diagonally.","Our dishwasher doesn't have a hot air function, but the water is so hot that if I open it slightly, it dries completely. If the dishwasher doesn't dry, does that mean I should use a separate dryer? It's not a cheap machine, so I wonder if the hot air function works. Try putting it in on the first and second floors and turning it on. When you put in cups, don't put them flat, put them diagonally. Is there a place to put spoons? Put them upright. If they still don't dry, I don't think they can be used.","저희 식세기는 열풍 기능 없는건데, 워낙 물이 뜨거워서 살짝 열어두면 바짝 말라있어요 식세기 안 마르면 건조기 따로 쓰라는건가 .. 한 두푼하는 기계도 아니고 열풍기능이 작동하는지 궁금하네요 1층 2층만 넣어 돌려보세요 컵 넣을때 평평하게 넣지말고 어슷하게 넣으시고 수저는 꽂는 곳 있나요? 세워서 넣으세요 그래도 안 마르면 못 쓸거 같아요",,,unrated
26-02-22,81414853,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Neutral,use,Easy_Use,"When you put in cups, don't put them flat, put them diagonally.","Our dishwasher doesn't have a hot air function, but the water is so hot that if I open it slightly, it dries completely. If the dishwasher doesn't dry, does that mean I should use a separate dryer? It's not a cheap machine, so I wonder if the hot air function works. Try putting it in on the first and second floors and turning it on. When you put in cups, don't put them flat, put them diagonally. Is there a place to put spoons? Put them upright. If they still don't dry, I don't think they can be used.","저희 식세기는 열풍 기능 없는건데, 워낙 물이 뜨거워서 살짝 열어두면 바짝 말라있어요 식세기 안 마르면 건조기 따로 쓰라는건가 .. 한 두푼하는 기계도 아니고 열풍기능이 작동하는지 궁금하네요 1층 2층만 넣어 돌려보세요 컵 넣을때 평평하게 넣지말고 어슷하게 넣으시고 수저는 꽂는 곳 있나요? 세워서 넣으세요 그래도 안 마르면 못 쓸거 같아요",,,unrated
26-02-22,81414853,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Neutral,use,Design,Is there a place to put spoons?,"Our dishwasher doesn't have a hot air function, but the water is so hot that if I open it slightly, it dries completely. If the dishwasher doesn't dry, does that mean I should use a separate dryer? It's not a cheap machine, so I wonder if the hot air function works. Try putting it in on the first and second floors and turning it on. When you put in cups, don't put them flat, put them diagonally. Is there a place to put spoons? Put them upright. If they still don't dry, I don't think they can be used.","저희 식세기는 열풍 기능 없는건데, 워낙 물이 뜨거워서 살짝 열어두면 바짝 말라있어요 식세기 안 마르면 건조기 따로 쓰라는건가 .. 한 두푼하는 기계도 아니고 열풍기능이 작동하는지 궁금하네요 1층 2층만 넣어 돌려보세요 컵 넣을때 평평하게 넣지말고 어슷하게 넣으시고 수저는 꽂는 곳 있나요? 세워서 넣으세요 그래도 안 마르면 못 쓸거 같아요",,,unrated
26-02-22,81414853,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Neutral,,Easy_Use,Put them upright.,"Our dishwasher doesn't have a hot air function, but the water is so hot that if I open it slightly, it dries completely. If the dishwasher doesn't dry, does that mean I should use a separate dryer? It's not a cheap machine, so I wonder if the hot air function works. Try putting it in on the first and second floors and turning it on. When you put in cups, don't put them flat, put them diagonally. Is there a place to put spoons? Put them upright. If they still don't dry, I don't think they can be used.","저희 식세기는 열풍 기능 없는건데, 워낙 물이 뜨거워서 살짝 열어두면 바짝 말라있어요 식세기 안 마르면 건조기 따로 쓰라는건가 .. 한 두푼하는 기계도 아니고 열풍기능이 작동하는지 궁금하네요 1층 2층만 넣어 돌려보세요 컵 넣을때 평평하게 넣지말고 어슷하게 넣으시고 수저는 꽂는 곳 있나요? 세워서 넣으세요 그래도 안 마르면 못 쓸거 같아요",,,unrated
26-02-22,81414853,dw,dishwasher,LG,Objet_collection,,ASIA,kr,cafe,naver_cafe,om,Negative,use,Performance_Drying,"If they still don't dry, I don't think they can be used.","Our dishwasher doesn't have a hot air function, but the water is so hot that if I open it slightly, it dries completely. If the dishwasher doesn't dry, does that mean I should use a separate dryer? It's not a cheap machine, so I wonder if the hot air function works. Try putting it in on the first and second floors and turning it on. When you put in cups, don't put them flat, put them diagonally. Is there a place to put spoons? Put them upright. If they still don't dry, I don't think they can be used.","저희 식세기는 열풍 기능 없는건데, 워낙 물이 뜨거워서 살짝 열어두면 바짝 말라있어요 식세기 안 마르면 건조기 따로 쓰라는건가 .. 한 두푼하는 기계도 아니고 열풍기능이 작동하는지 궁금하네요 1층 2층만 넣어 돌려보세요 컵 넣을때 평평하게 넣지말고 어슷하게 넣으시고 수저는 꽂는 곳 있나요? 세워서 넣으세요 그래도 안 마르면 못 쓸거 같아요",,,unrated
26-02-22,81427528,dw,dishwasher,SAMSUNG,BESPOKE,,ASIA,kr,cafe,naver_cafe,om,Positive,use,Performance_Washing,I'm so jealous that you're free from washing dishes thanks to the dishwasher!,I'm so jealous that you're free from washing dishes thanks to the dishwasher!,식세기 덕분에 설거지에서 해방되셨다니 정말 부러워요!,,,unrated
26-02-22,81427539,dw,dishwasher,SAMSUNG,,,ASIA,kr,cafe,naver_cafe,om,Neutral,use,Design,"I think it would be good to buy a large one since you need it when turning large bowls, and turn it on the top when turning small bowls.","I think it would be good to buy a large one since you need it when turning large bowls, and turn it on the top when turning small bowls.",큰 그릇 돌릴 때 필요하니 큰 걸로 구입하고 그릇양이 적을 때는 상단 돌리기로 하면 좋을 것 같아요.,,,unrated
26-02-22,81427541,dw,dishwasher,SAMSUNG,,,ASIA,kr,cafe,naver_cafe,om,Positive,use,Design,We are a family of four and we are using the Samsung 6-person model and we are very satisfied.,We are a family of four and we are using the Samsung 6-person model and we are very satisfied. It is convenient because we can use it right after eating a meal!,4인 식구 인데 삼성 6인용 쓰고 있는데너무 만족해요~ 한끼 먹고 바로 돌리니편해요!,,,unrated
26-02-22,81427541,dw,dishwasher,SAMSUNG,,,ASIA,kr,cafe,naver_cafe,om,Positive,use,Easy_Use,It is convenient because we can use it right after eating a meal!,We are a family of four and we are using the Samsung 6-person model and we are very satisfied. It is convenient because we can use it right after eating a meal!,4인 식구 인데 삼성 6인용 쓰고 있는데너무 만족해요~ 한끼 먹고 바로 돌리니편해요!,,,unrated
26-02-22,81427538,dw,dishwasher,SAMSUNG,,,ASIA,kr,cafe,naver_cafe,om,Positive,use,Design,"If you cook a lot, a large one is fine.","If you cook a lot, a large one is fine. If you don't cook often, a 6-person one is fine.",요리 자주 많이 하면 큰거 요리 잘 안하면 6인용도 괜찮아요,,,unrated
26-02-22,81427538,dw,dishwasher,SAMSUNG,,,ASIA,kr,cafe,naver_cafe,om,Neutral,use,Design,"If you don't cook often, a 6-person one is fine.","If you cook a lot, a large one is fine. If you don't cook often, a 6-person one is fine.",요리 자주 많이 하면 큰거 요리 잘 안하면 6인용도 괜찮아요,,,unrated
26-02-22,81427543,dw,dishwasher,SAMSUNG,,,ASIA,kr,cafe,naver_cafe,om,Positive,,,Thank you everyone~~^&^,Thank you everyone~~^&^,모든분들 감사합니다~~^&^,,,unrated
26-02-22,81427542,dw,dishwasher,SAMSUNG,,,ASIA,kr,cafe,naver_cafe,om,Neutral,use,Design,"If you're going to be turning things like pots, I think a 12-person pot would be better.","If you're going to be turning things like pots, I think a 12-person pot would be better.",냄비같은거 돌리려면 그래도 12인용이 나은것같아요,,,unrated
26-02-22,81427540,dw,dishwasher,SAMSUNG,,,ASIA,kr,cafe,naver_cafe,om,Neutral,use,,"If you run it after eating, do you run it three times a day?","If you run it after eating, do you run it three times a day? I save up for the electricity bill and run it once or twice a day, but my boyfriend keeps telling me to run it right away.",한끼먹고 돌리면 하루 세번은 돌리시나요? 전기세 때문에 모아서 하루 1 ~2 회 돌리고있는데 남폰은 바로바로 돌리라고 성화 네요ㅜㅜ,,,unrated
26-02-22,81427540,dw,dishwasher,SAMSUNG,,,ASIA,kr,cafe,naver_cafe,om,Neutral,use,Product_Satisfaction,"I save up for the electricity bill and run it once or twice a day, but my boyfriend keeps telling me to run it right away.","If you run it after eating, do you run it three times a day? I save up for the electricity bill and run it once or twice a day, but my boyfriend keeps telling me to run it right away.",한끼먹고 돌리면 하루 세번은 돌리시나요? 전기세 때문에 모아서 하루 1 ~2 회 돌리고있는데 남폰은 바로바로 돌리라고 성화 네요ㅜㅜ,,,unrated
26-02-22,81431624,dw,front_control,BOSCH,300_series,SHE3ADF5N,,us,retail,bosch_home_us,,Positive,use,,"I have only had the Bosh dishwasher for about a month, but so far so good .","[ My Bosh Boy Dishwasher ] || ---------------- || I have only had the Bosh dishwasher for about a month, but so far so good . I heard from my friend that Bosh makes very good appliances. So far he is right. Keep up the quality work! James","[ My Bosh Boy Dishwasher ] || ---------------- || I have only had the Bosh dishwasher for about a month, but so far so good . I heard from my friend that Bosh makes very good appliances. So far he is right. Keep up the quality work! James",Not verified,,5.0
26-02-22,81431624,dw,front_control,BOSCH,300_series,SHE3ADF5N,,us,retail,bosch_home_us,,Positive,aware,,I heard from my friend that Bosh makes very good appliances.,"[ My Bosh Boy Dishwasher ] || ---------------- || I have only had the Bosh dishwasher for about a month, but so far so good . I heard from my friend that Bosh makes very good appliances. So far he is right. Keep up the quality work! James","[ My Bosh Boy Dishwasher ] || ---------------- || I have only had the Bosh dishwasher for about a month, but so far so good . I heard from my friend that Bosh makes very good appliances. So far he is right. Keep up the quality work! James",Not verified,,5.0
26-02-22,81431624,dw,front_control,BOSCH,300_series,SHE3ADF5N,,us,retail,bosch_home_us,,Neutral,,,So far he is right.,"[ My Bosh Boy Dishwasher ] || ---------------- || I have only had the Bosh dishwasher for about a month, but so far so good . I heard from my friend that Bosh makes very good appliances. So far he is right. Keep up the quality work! James","[ My Bosh Boy Dishwasher ] || ---------------- || I have only had the Bosh dishwasher for about a month, but so far so good . I heard from my friend that Bosh makes very good appliances. So far he is right. Keep up the quality work! James",Not verified,,5.0
26-02-22,81431624,dw,front_control,BOSCH,300_series,SHE3ADF5N,,us,retail,bosch_home_us,,Positive,,,Keep up the quality work!,"[ My Bosh Boy Dishwasher ] || ---------------- || I have only had the Bosh dishwasher for about a month, but so far so good . I heard from my friend that Bosh makes very good appliances. So far he is right. Keep up the quality work! James","[ My Bosh Boy Dishwasher ] || ---------------- || I have only had the Bosh dishwasher for about a month, but so far so good . I heard from my friend that Bosh makes very good appliances. So far he is right. Keep up the quality work! James",Not verified,,5.0
26-02-22,81431624,dw,front_control,BOSCH,300_series,SHE3ADF5N,,us,retail,bosch_home_us,,Neutral,,,James,"[ My Bosh Boy Dishwasher ] || ---------------- || I have only had the Bosh dishwasher for about a month, but so far so good . I heard from my friend that Bosh makes very good appliances. So far he is right. Keep up the quality work! James","[ My Bosh Boy Dishwasher ] || ---------------- || I have only had the Bosh dishwasher for about a month, but so far so good . I heard from my friend that Bosh makes very good appliances. So far he is right. Keep up the quality work! James",Not verified,,5.0
26-02-22,81431623,dw,front_control,BOSCH,300_series,SHE3ADF5N,,us,retail,bosch_home_us,,Negative,use,Performance_Washing,This dishwasher doesnt clean nearly as well as our last dw.,[ Disappointed ] || ---------------- || This dishwasher doesnt clean nearly as well as our last dw. And it doesnt have holders for wine glasses. We paid too much.,[ Disappointed ] || ---------------- || This dishwasher doesnt clean nearly as well as our last dw. And it doesnt have holders for wine glasses. We paid too much.,Not verified,,3.0
26-02-22,81431623,dw,front_control,BOSCH,300_series,SHE3ADF5N,,us,retail,bosch_home_us,,Negative,use,Easy_Use,And it doesnt have holders for wine glasses.,[ Disappointed ] || ---------------- || This dishwasher doesnt clean nearly as well as our last dw. And it doesnt have holders for wine glasses. We paid too much.,[ Disappointed ] || ---------------- || This dishwasher doesnt clean nearly as well as our last dw. And it doesnt have holders for wine glasses. We paid too much.,Not verified,,3.0
26-02-22,81431623,dw,front_control,BOSCH,300_series,SHE3ADF5N,,us,retail,bosch_home_us,,Negative,,Price,We paid too much.,[ Disappointed ] || ---------------- || This dishwasher doesnt clean nearly as well as our last dw. And it doesnt have holders for wine glasses. We paid too much.,[ Disappointed ] || ---------------- || This dishwasher doesnt clean nearly as well as our last dw. And it doesnt have holders for wine glasses. We paid too much.,Not verified,,3.0
26-02-22,81670757,dw,top_control,SAMSUNG,BESPOKE,BNDL_1646780514359_DW80B7070UG_AA_DW80B7070US_AA,,us,retail,samsung_com_us,,Very Negative,use,,I am very disappointed with this dishwasher.,"[ Barely lasted 3 years ] || ---------------- || I am very disappointed with this dishwasher. I purchased it brand new on 01/28/2023. For the last two weeks, it will not start. The time on the machines just keeps blinking. I called Samsung support and did a video troubleshooting call with them where they told me that I will need to get a technician to look at the dishwasher as none of their recommended troubleshooting worked. This is extremely disappointing as this dishwasher barely lasted a little over 3 years. I paid close to $1200 when I bought it originally and it couldn't even last 5 years. As a loyal Samsung customer that has Samsung TVs on the wall of every room in my house, has purchased every galaxy phone since the Samsung Vibrant, has purchased numerous galaxy tablets since the galaxy tab 7.0, numerous pairs of galaxy buds, and almost every iteration of the galaxy smart watch, this is extremely frustrating that such an expensive appliance just failed in such a relatively short period of time. I will never buy another Samsung home appliances and for whoever reads this, I advise you to do the same. Spend your money on something that will last for a long time. I am very disappointed in this product and Samsung.","[ Barely lasted 3 years ] || ---------------- || I am very disappointed with this dishwasher. I purchased it brand new on 01/28/2023. For the last two weeks, it will not start. The time on the machines just keeps blinking. I called Samsung support and did a video troubleshooting call with them where they told me that I will need to get a technician to look at the dishwasher as none of their recommended troubleshooting worked. This is extremely disappointing as this dishwasher barely lasted a little over 3 years. I paid close to $1200 when I bought it originally and it couldn't even last 5 years. As a loyal Samsung customer that has Samsung TVs on the wall of every room in my house, has purchased every galaxy phone since the Samsung Vibrant, has purchased numerous galaxy tablets since the galaxy tab 7.0, numerous pairs of galaxy buds, and almost every iteration of the galaxy smart watch, this is extremely frustrating that such an expensive appliance just failed in such a relatively short period of time. I will never buy another Samsung home appliances and for whoever reads this, I advise you to do the same. Spend your money on something that will last for a long time. I am very disappointed in this product and Samsung.",Not verified,,1.0
26-02-22,81670757,dw,top_control,SAMSUNG,BESPOKE,BNDL_1646780514359_DW80B7070UG_AA_DW80B7070US_AA,,us,retail,samsung_com_us,,Neutral,purchase,,I purchased it brand new on 01/28/2023.,"[ Barely lasted 3 years ] || ---------------- || I am very disappointed with this dishwasher. I purchased it brand new on 01/28/2023. For the last two weeks, it will not start. The time on the machines just keeps blinking. I called Samsung support and did a video troubleshooting call with them where they told me that I will need to get a technician to look at the dishwasher as none of their recommended troubleshooting worked. This is extremely disappointing as this dishwasher barely lasted a little over 3 years. I paid close to $1200 when I bought it originally and it couldn't even last 5 years. As a loyal Samsung customer that has Samsung TVs on the wall of every room in my house, has purchased every galaxy phone since the Samsung Vibrant, has purchased numerous galaxy tablets since the galaxy tab 7.0, numerous pairs of galaxy buds, and almost every iteration of the galaxy smart watch, this is extremely frustrating that such an expensive appliance just failed in such a relatively short period of time. I will never buy another Samsung home appliances and for whoever reads this, I advise you to do the same. Spend your money on something that will last for a long time. I am very disappointed in this product and Samsung.","[ Barely lasted 3 years ] || ---------------- || I am very disappointed with this dishwasher. I purchased it brand new on 01/28/2023. For the last two weeks, it will not start. The time on the machines just keeps blinking. I called Samsung support and did a video troubleshooting call with them where they told me that I will need to get a technician to look at the dishwasher as none of their recommended troubleshooting worked. This is extremely disappointing as this dishwasher barely lasted a little over 3 years. I paid close to $1200 when I bought it originally and it couldn't even last 5 years. As a loyal Samsung customer that has Samsung TVs on the wall of every room in my house, has purchased every galaxy phone since the Samsung Vibrant, has purchased numerous galaxy tablets since the galaxy tab 7.0, numerous pairs of galaxy buds, and almost every iteration of the galaxy smart watch, this is extremely frustrating that such an expensive appliance just failed in such a relatively short period of time. I will never buy another Samsung home appliances and for whoever reads this, I advise you to do the same. Spend your money on something that will last for a long time. I am very disappointed in this product and Samsung.",Not verified,,1.0
26-02-22,81670757,dw,top_control,SAMSUNG,BESPOKE,BNDL_1646780514359_DW80B7070UG_AA_DW80B7070US_AA,,us,retail,samsung_com_us,,Negative,maintain,Durability,"For the last two weeks, it will not start.","[ Barely lasted 3 years ] || ---------------- || I am very disappointed with this dishwasher. I purchased it brand new on 01/28/2023. For the last two weeks, it will not start. The time on the machines just keeps blinking. I called Samsung support and did a video troubleshooting call with them where they told me that I will need to get a technician to look at the dishwasher as none of their recommended troubleshooting worked. This is extremely disappointing as this dishwasher barely lasted a little over 3 years. I paid close to $1200 when I bought it originally and it couldn't even last 5 years. As a loyal Samsung customer that has Samsung TVs on the wall of every room in my house, has purchased every galaxy phone since the Samsung Vibrant, has purchased numerous galaxy tablets since the galaxy tab 7.0, numerous pairs of galaxy buds, and almost every iteration of the galaxy smart watch, this is extremely frustrating that such an expensive appliance just failed in such a relatively short period of time. I will never buy another Samsung home appliances and for whoever reads this, I advise you to do the same. Spend your money on something that will last for a long time. I am very disappointed in this product and Samsung.","[ Barely lasted 3 years ] || ---------------- || I am very disappointed with this dishwasher. I purchased it brand new on 01/28/2023. For the last two weeks, it will not start. The time on the machines just keeps blinking. I called Samsung support and did a video troubleshooting call with them where they told me that I will need to get a technician to look at the dishwasher as none of their recommended troubleshooting worked. This is extremely disappointing as this dishwasher barely lasted a little over 3 years. I paid close to $1200 when I bought it originally and it couldn't even last 5 years. As a loyal Samsung customer that has Samsung TVs on the wall of every room in my house, has purchased every galaxy phone since the Samsung Vibrant, has purchased numerous galaxy tablets since the galaxy tab 7.0, numerous pairs of galaxy buds, and almost every iteration of the galaxy smart watch, this is extremely frustrating that such an expensive appliance just failed in such a relatively short period of time. I will never buy another Samsung home appliances and for whoever reads this, I advise you to do the same. Spend your money on something that will last for a long time. I am very disappointed in this product and Samsung.",Not verified,,1.0
26-02-22,81670757,dw,top_control,SAMSUNG,BESPOKE,BNDL_1646780514359_DW80B7070UG_AA_DW80B7070US_AA,,us,retail,samsung_com_us,,Negative,use,Easy_Use,The time on the machines just keeps blinking.,"[ Barely lasted 3 years ] || ---------------- || I am very disappointed with this dishwasher. I purchased it brand new on 01/28/2023. For the last two weeks, it will not start. The time on the machines just keeps blinking. I called Samsung support and did a video troubleshooting call with them where they told me that I will need to get a technician to look at the dishwasher as none of their recommended troubleshooting worked. This is extremely disappointing as this dishwasher barely lasted a little over 3 years. I paid close to $1200 when I bought it originally and it couldn't even last 5 years. As a loyal Samsung customer that has Samsung TVs on the wall of every room in my house, has purchased every galaxy phone since the Samsung Vibrant, has purchased numerous galaxy tablets since the galaxy tab 7.0, numerous pairs of galaxy buds, and almost every iteration of the galaxy smart watch, this is extremely frustrating that such an expensive appliance just failed in such a relatively short period of time. I will never buy another Samsung home appliances and for whoever reads this, I advise you to do the same. Spend your money on something that will last for a long time. I am very disappointed in this product and Samsung.","[ Barely lasted 3 years ] || ---------------- || I am very disappointed with this dishwasher. I purchased it brand new on 01/28/2023. For the last two weeks, it will not start. The time on the machines just keeps blinking. I called Samsung support and did a video troubleshooting call with them where they told me that I will need to get a technician to look at the dishwasher as none of their recommended troubleshooting worked. This is extremely disappointing as this dishwasher barely lasted a little over 3 years. I paid close to $1200 when I bought it originally and it couldn't even last 5 years. As a loyal Samsung customer that has Samsung TVs on the wall of every room in my house, has purchased every galaxy phone since the Samsung Vibrant, has purchased numerous galaxy tablets since the galaxy tab 7.0, numerous pairs of galaxy buds, and almost every iteration of the galaxy smart watch, this is extremely frustrating that such an expensive appliance just failed in such a relatively short period of time. I will never buy another Samsung home appliances and for whoever reads this, I advise you to do the same. Spend your money on something that will last for a long time. I am very disappointed in this product and Samsung.",Not verified,,1.0
26-02-22,81670757,dw,top_control,SAMSUNG,BESPOKE,BNDL_1646780514359_DW80B7070UG_AA_DW80B7070US_AA,,us,retail,samsung_com_us,,Neutral,maintain,Service,I called Samsung support and did a video troubleshooting call with them where they told me that I will need to get a technician to look at the dishwasher as none of their recommended troubleshooting worked.,"[ Barely lasted 3 years ] || ---------------- || I am very disappointed with this dishwasher. I purchased it brand new on 01/28/2023. For the last two weeks, it will not start. The time on the machines just keeps blinking. I called Samsung support and did a video troubleshooting call with them where they told me that I will need to get a technician to look at the dishwasher as none of their recommended troubleshooting worked. This is extremely disappointing as this dishwasher barely lasted a little over 3 years. I paid close to $1200 when I bought it originally and it couldn't even last 5 years. As a loyal Samsung customer that has Samsung TVs on the wall of every room in my house, has purchased every galaxy phone since the Samsung Vibrant, has purchased numerous galaxy tablets since the galaxy tab 7.0, numerous pairs of galaxy buds, and almost every iteration of the galaxy smart watch, this is extremely frustrating that such an expensive appliance just failed in such a relatively short period of time. I will never buy another Samsung home appliances and for whoever reads this, I advise you to do the same. Spend your money on something that will last for a long time. I am very disappointed in this product and Samsung.","[ Barely lasted 3 years ] || ---------------- || I am very disappointed with this dishwasher. I purchased it brand new on 01/28/2023. For the last two weeks, it will not start. The time on the machines just keeps blinking. I called Samsung support and did a video troubleshooting call with them where they told me that I will need to get a technician to look at the dishwasher as none of their recommended troubleshooting worked. This is extremely disappointing as this dishwasher barely lasted a little over 3 years. I paid close to $1200 when I bought it originally and it couldn't even last 5 years. As a loyal Samsung customer that has Samsung TVs on the wall of every room in my house, has purchased every galaxy phone since the Samsung Vibrant, has purchased numerous galaxy tablets since the galaxy tab 7.0, numerous pairs of galaxy buds, and almost every iteration of the galaxy smart watch, this is extremely frustrating that such an expensive appliance just failed in such a relatively short period of time. I will never buy another Samsung home appliances and for whoever reads this, I advise you to do the same. Spend your money on something that will last for a long time. I am very disappointed in this product and Samsung.",Not verified,,1.0
