Date,Last Idx,Product Group Name,Product Name,Brand,Model Name,Model Code,Region,Country Code,Site Type,Site,Remarks,Sentiment,CEJ,Category,Sentence (English),Comments (English),Comments (Original),Verified Purchase,Syndication,Rating
23-10-26,56154728,dw,top_control,KITCHENAID,KDPM604KPS_KDPM604KBS,KDPM604KPS_KDPM604KBS,,us,retail,costco,,Positive,use,Performance_Washing,"Cleans, dries and is quiet.","[ Product is great, installation not ] || ---------------- || Works great. Cleans, dries and is quiet. Delivery and installation on the other hand were not great. Had to pay $125 to get it installed by the people Costco sent.","[ Product is great, installation not ] || ---------------- || Works great.  Cleans, dries and is quiet.  Delivery and installation on the other hand were not great.  Had to pay $125 to get it installed by the people Costco sent.",,,5.0
23-10-24,56087224,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Negative,,Easy_Use,The documentation on this was extremely limited.,"[ Almost There ] || ---------------- || Overall this is a good dishwasher however there are a few components that I find disappointing. 1. The 3rd drawer is almost useless. I was very excited about this feature and used it as a factor for this purchase. The height between the top of the dishwasher and the drawer is so shallow that you are extremely limited in what you can put in there and still be able to close the drawer. 2. 3rd drawer does not have spray nozels dedicated to this drawer. This means it only gets water that can get around what you have in the top rack. You have to be careful you don't have big bowls blocking the 3rd tray. 3. Half Load Feature. Like the 3rd drawer this was a feature I specifically looked for. The documentation on this was extremely limited. Ony after making the purchase did I email support to get clarification . big mistake as this would have changed my mind on the unit. My last dishwasher had a half load feature I really liked. When selected the dishwasher would wash only the top rack (which was adjustable to provide enough room as is available on the lower rack). In this make/model, half load only tells the unit you only filled it up half way. Not fully sure of the value in that since it still sends water to both the top and bottom. 4. Several features (like the most important of all - the crystal dry feature) is only available for selection from within the app you need to download and install on your phone. All features should be available from the main control panel and not require an app to choose. Does this do a good job of cleaning? Yes. Is it quite (like advertised)? Absolutely. It is the quietest dishwasher I almost don't hear. When running, it sounds like a very light rainfall outside. Definitely does not sound like a dishwasher. If I had to choose again now that I have experience with this make/model would I make the same decision? Not sure. I definitely would be looking closer at my other options.","[ Almost There ] || ---------------- || Overall this is a good dishwasher however there are a few components that I find disappointing.1. The 3rd drawer is almost useless. I was very excited about this feature and used it as a factor for this purchase. The height between the top of the dishwasher and the drawer is so shallow that you are extremely limited in what you can put in there and still be able to close the drawer.2. 3rd drawer does not have spray nozels dedicated to this drawer. This means it only gets water that can get around what you have in the top rack. You have to be careful you don't have big bowls blocking the 3rd tray.3. Half Load Feature. Like the 3rd drawer this was a feature I specifically looked for. The documentation on this was extremely limited. Ony after making the purchase did I email support to get clarification ... big mistake as this would have changed my mind on the unit. My last dishwasher had a half load feature I really liked. When selected the dishwasher would wash only the top rack (which was adjustable to provide enough room as is available on the lower rack). In this make/model, half load only tells the unit you only filled it up half way. Not fully sure of the value in that since it still sends water to both the top and bottom.4. Several features (like the most important of all - the crystal dry feature) is only available for selection from within the app you need to download and install on your phone. All features should be available from the main control panel and not require an app to choose.Does this do a good job of cleaning? Yes. Is it quite (like advertised)? Absolutely. It is the quietest dishwasher I almost don't hear. When running, it sounds like a very light rainfall outside. Definitely does not sound like a dishwasher. If I had to choose again now that I have experience with this make/model would I make the same decision? Not sure. I definitely would be looking closer at my other options.",,,4.0
23-10-24,56087224,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Neutral,,Service,Ony after making the purchase did I email support to get clarification .,"[ Almost There ] || ---------------- || Overall this is a good dishwasher however there are a few components that I find disappointing. 1. The 3rd drawer is almost useless. I was very excited about this feature and used it as a factor for this purchase. The height between the top of the dishwasher and the drawer is so shallow that you are extremely limited in what you can put in there and still be able to close the drawer. 2. 3rd drawer does not have spray nozels dedicated to this drawer. This means it only gets water that can get around what you have in the top rack. You have to be careful you don't have big bowls blocking the 3rd tray. 3. Half Load Feature. Like the 3rd drawer this was a feature I specifically looked for. The documentation on this was extremely limited. Ony after making the purchase did I email support to get clarification . big mistake as this would have changed my mind on the unit. My last dishwasher had a half load feature I really liked. When selected the dishwasher would wash only the top rack (which was adjustable to provide enough room as is available on the lower rack). In this make/model, half load only tells the unit you only filled it up half way. Not fully sure of the value in that since it still sends water to both the top and bottom. 4. Several features (like the most important of all - the crystal dry feature) is only available for selection from within the app you need to download and install on your phone. All features should be available from the main control panel and not require an app to choose. Does this do a good job of cleaning? Yes. Is it quite (like advertised)? Absolutely. It is the quietest dishwasher I almost don't hear. When running, it sounds like a very light rainfall outside. Definitely does not sound like a dishwasher. If I had to choose again now that I have experience with this make/model would I make the same decision? Not sure. I definitely would be looking closer at my other options.","[ Almost There ] || ---------------- || Overall this is a good dishwasher however there are a few components that I find disappointing.1. The 3rd drawer is almost useless. I was very excited about this feature and used it as a factor for this purchase. The height between the top of the dishwasher and the drawer is so shallow that you are extremely limited in what you can put in there and still be able to close the drawer.2. 3rd drawer does not have spray nozels dedicated to this drawer. This means it only gets water that can get around what you have in the top rack. You have to be careful you don't have big bowls blocking the 3rd tray.3. Half Load Feature. Like the 3rd drawer this was a feature I specifically looked for. The documentation on this was extremely limited. Ony after making the purchase did I email support to get clarification ... big mistake as this would have changed my mind on the unit. My last dishwasher had a half load feature I really liked. When selected the dishwasher would wash only the top rack (which was adjustable to provide enough room as is available on the lower rack). In this make/model, half load only tells the unit you only filled it up half way. Not fully sure of the value in that since it still sends water to both the top and bottom.4. Several features (like the most important of all - the crystal dry feature) is only available for selection from within the app you need to download and install on your phone. All features should be available from the main control panel and not require an app to choose.Does this do a good job of cleaning? Yes. Is it quite (like advertised)? Absolutely. It is the quietest dishwasher I almost don't hear. When running, it sounds like a very light rainfall outside. Definitely does not sound like a dishwasher. If I had to choose again now that I have experience with this make/model would I make the same decision? Not sure. I definitely would be looking closer at my other options.",,,4.0
23-10-24,56087224,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Negative,,,big mistake as this would have changed my mind on the unit.,"[ Almost There ] || ---------------- || Overall this is a good dishwasher however there are a few components that I find disappointing. 1. The 3rd drawer is almost useless. I was very excited about this feature and used it as a factor for this purchase. The height between the top of the dishwasher and the drawer is so shallow that you are extremely limited in what you can put in there and still be able to close the drawer. 2. 3rd drawer does not have spray nozels dedicated to this drawer. This means it only gets water that can get around what you have in the top rack. You have to be careful you don't have big bowls blocking the 3rd tray. 3. Half Load Feature. Like the 3rd drawer this was a feature I specifically looked for. The documentation on this was extremely limited. Ony after making the purchase did I email support to get clarification . big mistake as this would have changed my mind on the unit. My last dishwasher had a half load feature I really liked. When selected the dishwasher would wash only the top rack (which was adjustable to provide enough room as is available on the lower rack). In this make/model, half load only tells the unit you only filled it up half way. Not fully sure of the value in that since it still sends water to both the top and bottom. 4. Several features (like the most important of all - the crystal dry feature) is only available for selection from within the app you need to download and install on your phone. All features should be available from the main control panel and not require an app to choose. Does this do a good job of cleaning? Yes. Is it quite (like advertised)? Absolutely. It is the quietest dishwasher I almost don't hear. When running, it sounds like a very light rainfall outside. Definitely does not sound like a dishwasher. If I had to choose again now that I have experience with this make/model would I make the same decision? Not sure. I definitely would be looking closer at my other options.","[ Almost There ] || ---------------- || Overall this is a good dishwasher however there are a few components that I find disappointing.1. The 3rd drawer is almost useless. I was very excited about this feature and used it as a factor for this purchase. The height between the top of the dishwasher and the drawer is so shallow that you are extremely limited in what you can put in there and still be able to close the drawer.2. 3rd drawer does not have spray nozels dedicated to this drawer. This means it only gets water that can get around what you have in the top rack. You have to be careful you don't have big bowls blocking the 3rd tray.3. Half Load Feature. Like the 3rd drawer this was a feature I specifically looked for. The documentation on this was extremely limited. Ony after making the purchase did I email support to get clarification ... big mistake as this would have changed my mind on the unit. My last dishwasher had a half load feature I really liked. When selected the dishwasher would wash only the top rack (which was adjustable to provide enough room as is available on the lower rack). In this make/model, half load only tells the unit you only filled it up half way. Not fully sure of the value in that since it still sends water to both the top and bottom.4. Several features (like the most important of all - the crystal dry feature) is only available for selection from within the app you need to download and install on your phone. All features should be available from the main control panel and not require an app to choose.Does this do a good job of cleaning? Yes. Is it quite (like advertised)? Absolutely. It is the quietest dishwasher I almost don't hear. When running, it sounds like a very light rainfall outside. Definitely does not sound like a dishwasher. If I had to choose again now that I have experience with this make/model would I make the same decision? Not sure. I definitely would be looking closer at my other options.",,,4.0
23-10-24,56087224,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Positive,use,Easy_Use,My last dishwasher had a half load feature I really liked.,"[ Almost There ] || ---------------- || Overall this is a good dishwasher however there are a few components that I find disappointing. 1. The 3rd drawer is almost useless. I was very excited about this feature and used it as a factor for this purchase. The height between the top of the dishwasher and the drawer is so shallow that you are extremely limited in what you can put in there and still be able to close the drawer. 2. 3rd drawer does not have spray nozels dedicated to this drawer. This means it only gets water that can get around what you have in the top rack. You have to be careful you don't have big bowls blocking the 3rd tray. 3. Half Load Feature. Like the 3rd drawer this was a feature I specifically looked for. The documentation on this was extremely limited. Ony after making the purchase did I email support to get clarification . big mistake as this would have changed my mind on the unit. My last dishwasher had a half load feature I really liked. When selected the dishwasher would wash only the top rack (which was adjustable to provide enough room as is available on the lower rack). In this make/model, half load only tells the unit you only filled it up half way. Not fully sure of the value in that since it still sends water to both the top and bottom. 4. Several features (like the most important of all - the crystal dry feature) is only available for selection from within the app you need to download and install on your phone. All features should be available from the main control panel and not require an app to choose. Does this do a good job of cleaning? Yes. Is it quite (like advertised)? Absolutely. It is the quietest dishwasher I almost don't hear. When running, it sounds like a very light rainfall outside. Definitely does not sound like a dishwasher. If I had to choose again now that I have experience with this make/model would I make the same decision? Not sure. I definitely would be looking closer at my other options.","[ Almost There ] || ---------------- || Overall this is a good dishwasher however there are a few components that I find disappointing.1. The 3rd drawer is almost useless. I was very excited about this feature and used it as a factor for this purchase. The height between the top of the dishwasher and the drawer is so shallow that you are extremely limited in what you can put in there and still be able to close the drawer.2. 3rd drawer does not have spray nozels dedicated to this drawer. This means it only gets water that can get around what you have in the top rack. You have to be careful you don't have big bowls blocking the 3rd tray.3. Half Load Feature. Like the 3rd drawer this was a feature I specifically looked for. The documentation on this was extremely limited. Ony after making the purchase did I email support to get clarification ... big mistake as this would have changed my mind on the unit. My last dishwasher had a half load feature I really liked. When selected the dishwasher would wash only the top rack (which was adjustable to provide enough room as is available on the lower rack). In this make/model, half load only tells the unit you only filled it up half way. Not fully sure of the value in that since it still sends water to both the top and bottom.4. Several features (like the most important of all - the crystal dry feature) is only available for selection from within the app you need to download and install on your phone. All features should be available from the main control panel and not require an app to choose.Does this do a good job of cleaning? Yes. Is it quite (like advertised)? Absolutely. It is the quietest dishwasher I almost don't hear. When running, it sounds like a very light rainfall outside. Definitely does not sound like a dishwasher. If I had to choose again now that I have experience with this make/model would I make the same decision? Not sure. I definitely would be looking closer at my other options.",,,4.0
23-10-24,56087224,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Neutral,use,Easy_Use,When selected the dishwasher would wash only the top rack (which was adjustable to provide enough room as is available on the lower rack).,"[ Almost There ] || ---------------- || Overall this is a good dishwasher however there are a few components that I find disappointing. 1. The 3rd drawer is almost useless. I was very excited about this feature and used it as a factor for this purchase. The height between the top of the dishwasher and the drawer is so shallow that you are extremely limited in what you can put in there and still be able to close the drawer. 2. 3rd drawer does not have spray nozels dedicated to this drawer. This means it only gets water that can get around what you have in the top rack. You have to be careful you don't have big bowls blocking the 3rd tray. 3. Half Load Feature. Like the 3rd drawer this was a feature I specifically looked for. The documentation on this was extremely limited. Ony after making the purchase did I email support to get clarification . big mistake as this would have changed my mind on the unit. My last dishwasher had a half load feature I really liked. When selected the dishwasher would wash only the top rack (which was adjustable to provide enough room as is available on the lower rack). In this make/model, half load only tells the unit you only filled it up half way. Not fully sure of the value in that since it still sends water to both the top and bottom. 4. Several features (like the most important of all - the crystal dry feature) is only available for selection from within the app you need to download and install on your phone. All features should be available from the main control panel and not require an app to choose. Does this do a good job of cleaning? Yes. Is it quite (like advertised)? Absolutely. It is the quietest dishwasher I almost don't hear. When running, it sounds like a very light rainfall outside. Definitely does not sound like a dishwasher. If I had to choose again now that I have experience with this make/model would I make the same decision? Not sure. I definitely would be looking closer at my other options.","[ Almost There ] || ---------------- || Overall this is a good dishwasher however there are a few components that I find disappointing.1. The 3rd drawer is almost useless. I was very excited about this feature and used it as a factor for this purchase. The height between the top of the dishwasher and the drawer is so shallow that you are extremely limited in what you can put in there and still be able to close the drawer.2. 3rd drawer does not have spray nozels dedicated to this drawer. This means it only gets water that can get around what you have in the top rack. You have to be careful you don't have big bowls blocking the 3rd tray.3. Half Load Feature. Like the 3rd drawer this was a feature I specifically looked for. The documentation on this was extremely limited. Ony after making the purchase did I email support to get clarification ... big mistake as this would have changed my mind on the unit. My last dishwasher had a half load feature I really liked. When selected the dishwasher would wash only the top rack (which was adjustable to provide enough room as is available on the lower rack). In this make/model, half load only tells the unit you only filled it up half way. Not fully sure of the value in that since it still sends water to both the top and bottom.4. Several features (like the most important of all - the crystal dry feature) is only available for selection from within the app you need to download and install on your phone. All features should be available from the main control panel and not require an app to choose.Does this do a good job of cleaning? Yes. Is it quite (like advertised)? Absolutely. It is the quietest dishwasher I almost don't hear. When running, it sounds like a very light rainfall outside. Definitely does not sound like a dishwasher. If I had to choose again now that I have experience with this make/model would I make the same decision? Not sure. I definitely would be looking closer at my other options.",,,4.0
23-10-24,56087224,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Neutral,use,Easy_Use,"In this make/model, half load only tells the unit you only filled it up half way.","[ Almost There ] || ---------------- || Overall this is a good dishwasher however there are a few components that I find disappointing. 1. The 3rd drawer is almost useless. I was very excited about this feature and used it as a factor for this purchase. The height between the top of the dishwasher and the drawer is so shallow that you are extremely limited in what you can put in there and still be able to close the drawer. 2. 3rd drawer does not have spray nozels dedicated to this drawer. This means it only gets water that can get around what you have in the top rack. You have to be careful you don't have big bowls blocking the 3rd tray. 3. Half Load Feature. Like the 3rd drawer this was a feature I specifically looked for. The documentation on this was extremely limited. Ony after making the purchase did I email support to get clarification . big mistake as this would have changed my mind on the unit. My last dishwasher had a half load feature I really liked. When selected the dishwasher would wash only the top rack (which was adjustable to provide enough room as is available on the lower rack). In this make/model, half load only tells the unit you only filled it up half way. Not fully sure of the value in that since it still sends water to both the top and bottom. 4. Several features (like the most important of all - the crystal dry feature) is only available for selection from within the app you need to download and install on your phone. All features should be available from the main control panel and not require an app to choose. Does this do a good job of cleaning? Yes. Is it quite (like advertised)? Absolutely. It is the quietest dishwasher I almost don't hear. When running, it sounds like a very light rainfall outside. Definitely does not sound like a dishwasher. If I had to choose again now that I have experience with this make/model would I make the same decision? Not sure. I definitely would be looking closer at my other options.","[ Almost There ] || ---------------- || Overall this is a good dishwasher however there are a few components that I find disappointing.1. The 3rd drawer is almost useless. I was very excited about this feature and used it as a factor for this purchase. The height between the top of the dishwasher and the drawer is so shallow that you are extremely limited in what you can put in there and still be able to close the drawer.2. 3rd drawer does not have spray nozels dedicated to this drawer. This means it only gets water that can get around what you have in the top rack. You have to be careful you don't have big bowls blocking the 3rd tray.3. Half Load Feature. Like the 3rd drawer this was a feature I specifically looked for. The documentation on this was extremely limited. Ony after making the purchase did I email support to get clarification ... big mistake as this would have changed my mind on the unit. My last dishwasher had a half load feature I really liked. When selected the dishwasher would wash only the top rack (which was adjustable to provide enough room as is available on the lower rack). In this make/model, half load only tells the unit you only filled it up half way. Not fully sure of the value in that since it still sends water to both the top and bottom.4. Several features (like the most important of all - the crystal dry feature) is only available for selection from within the app you need to download and install on your phone. All features should be available from the main control panel and not require an app to choose.Does this do a good job of cleaning? Yes. Is it quite (like advertised)? Absolutely. It is the quietest dishwasher I almost don't hear. When running, it sounds like a very light rainfall outside. Definitely does not sound like a dishwasher. If I had to choose again now that I have experience with this make/model would I make the same decision? Not sure. I definitely would be looking closer at my other options.",,,4.0
23-10-24,56087224,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Negative,use,,Not fully sure of the value in that since it still sends water to both the top and bottom.,"[ Almost There ] || ---------------- || Overall this is a good dishwasher however there are a few components that I find disappointing. 1. The 3rd drawer is almost useless. I was very excited about this feature and used it as a factor for this purchase. The height between the top of the dishwasher and the drawer is so shallow that you are extremely limited in what you can put in there and still be able to close the drawer. 2. 3rd drawer does not have spray nozels dedicated to this drawer. This means it only gets water that can get around what you have in the top rack. You have to be careful you don't have big bowls blocking the 3rd tray. 3. Half Load Feature. Like the 3rd drawer this was a feature I specifically looked for. The documentation on this was extremely limited. Ony after making the purchase did I email support to get clarification . big mistake as this would have changed my mind on the unit. My last dishwasher had a half load feature I really liked. When selected the dishwasher would wash only the top rack (which was adjustable to provide enough room as is available on the lower rack). In this make/model, half load only tells the unit you only filled it up half way. Not fully sure of the value in that since it still sends water to both the top and bottom. 4. Several features (like the most important of all - the crystal dry feature) is only available for selection from within the app you need to download and install on your phone. All features should be available from the main control panel and not require an app to choose. Does this do a good job of cleaning? Yes. Is it quite (like advertised)? Absolutely. It is the quietest dishwasher I almost don't hear. When running, it sounds like a very light rainfall outside. Definitely does not sound like a dishwasher. If I had to choose again now that I have experience with this make/model would I make the same decision? Not sure. I definitely would be looking closer at my other options.","[ Almost There ] || ---------------- || Overall this is a good dishwasher however there are a few components that I find disappointing.1. The 3rd drawer is almost useless. I was very excited about this feature and used it as a factor for this purchase. The height between the top of the dishwasher and the drawer is so shallow that you are extremely limited in what you can put in there and still be able to close the drawer.2. 3rd drawer does not have spray nozels dedicated to this drawer. This means it only gets water that can get around what you have in the top rack. You have to be careful you don't have big bowls blocking the 3rd tray.3. Half Load Feature. Like the 3rd drawer this was a feature I specifically looked for. The documentation on this was extremely limited. Ony after making the purchase did I email support to get clarification ... big mistake as this would have changed my mind on the unit. My last dishwasher had a half load feature I really liked. When selected the dishwasher would wash only the top rack (which was adjustable to provide enough room as is available on the lower rack). In this make/model, half load only tells the unit you only filled it up half way. Not fully sure of the value in that since it still sends water to both the top and bottom.4. Several features (like the most important of all - the crystal dry feature) is only available for selection from within the app you need to download and install on your phone. All features should be available from the main control panel and not require an app to choose.Does this do a good job of cleaning? Yes. Is it quite (like advertised)? Absolutely. It is the quietest dishwasher I almost don't hear. When running, it sounds like a very light rainfall outside. Definitely does not sound like a dishwasher. If I had to choose again now that I have experience with this make/model would I make the same decision? Not sure. I definitely would be looking closer at my other options.",,,4.0
23-10-24,56087224,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Neutral,,,4.,"[ Almost There ] || ---------------- || Overall this is a good dishwasher however there are a few components that I find disappointing. 1. The 3rd drawer is almost useless. I was very excited about this feature and used it as a factor for this purchase. The height between the top of the dishwasher and the drawer is so shallow that you are extremely limited in what you can put in there and still be able to close the drawer. 2. 3rd drawer does not have spray nozels dedicated to this drawer. This means it only gets water that can get around what you have in the top rack. You have to be careful you don't have big bowls blocking the 3rd tray. 3. Half Load Feature. Like the 3rd drawer this was a feature I specifically looked for. The documentation on this was extremely limited. Ony after making the purchase did I email support to get clarification . big mistake as this would have changed my mind on the unit. My last dishwasher had a half load feature I really liked. When selected the dishwasher would wash only the top rack (which was adjustable to provide enough room as is available on the lower rack). In this make/model, half load only tells the unit you only filled it up half way. Not fully sure of the value in that since it still sends water to both the top and bottom. 4. Several features (like the most important of all - the crystal dry feature) is only available for selection from within the app you need to download and install on your phone. All features should be available from the main control panel and not require an app to choose. Does this do a good job of cleaning? Yes. Is it quite (like advertised)? Absolutely. It is the quietest dishwasher I almost don't hear. When running, it sounds like a very light rainfall outside. Definitely does not sound like a dishwasher. If I had to choose again now that I have experience with this make/model would I make the same decision? Not sure. I definitely would be looking closer at my other options.","[ Almost There ] || ---------------- || Overall this is a good dishwasher however there are a few components that I find disappointing.1. The 3rd drawer is almost useless. I was very excited about this feature and used it as a factor for this purchase. The height between the top of the dishwasher and the drawer is so shallow that you are extremely limited in what you can put in there and still be able to close the drawer.2. 3rd drawer does not have spray nozels dedicated to this drawer. This means it only gets water that can get around what you have in the top rack. You have to be careful you don't have big bowls blocking the 3rd tray.3. Half Load Feature. Like the 3rd drawer this was a feature I specifically looked for. The documentation on this was extremely limited. Ony after making the purchase did I email support to get clarification ... big mistake as this would have changed my mind on the unit. My last dishwasher had a half load feature I really liked. When selected the dishwasher would wash only the top rack (which was adjustable to provide enough room as is available on the lower rack). In this make/model, half load only tells the unit you only filled it up half way. Not fully sure of the value in that since it still sends water to both the top and bottom.4. Several features (like the most important of all - the crystal dry feature) is only available for selection from within the app you need to download and install on your phone. All features should be available from the main control panel and not require an app to choose.Does this do a good job of cleaning? Yes. Is it quite (like advertised)? Absolutely. It is the quietest dishwasher I almost don't hear. When running, it sounds like a very light rainfall outside. Definitely does not sound like a dishwasher. If I had to choose again now that I have experience with this make/model would I make the same decision? Not sure. I definitely would be looking closer at my other options.",,,4.0
23-10-24,56087224,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Neutral,use,Easy_Use,Several features (like the most important of all - the crystal dry feature) is only available for selection from within the app you need to download and install on your phone.,"[ Almost There ] || ---------------- || Overall this is a good dishwasher however there are a few components that I find disappointing. 1. The 3rd drawer is almost useless. I was very excited about this feature and used it as a factor for this purchase. The height between the top of the dishwasher and the drawer is so shallow that you are extremely limited in what you can put in there and still be able to close the drawer. 2. 3rd drawer does not have spray nozels dedicated to this drawer. This means it only gets water that can get around what you have in the top rack. You have to be careful you don't have big bowls blocking the 3rd tray. 3. Half Load Feature. Like the 3rd drawer this was a feature I specifically looked for. The documentation on this was extremely limited. Ony after making the purchase did I email support to get clarification . big mistake as this would have changed my mind on the unit. My last dishwasher had a half load feature I really liked. When selected the dishwasher would wash only the top rack (which was adjustable to provide enough room as is available on the lower rack). In this make/model, half load only tells the unit you only filled it up half way. Not fully sure of the value in that since it still sends water to both the top and bottom. 4. Several features (like the most important of all - the crystal dry feature) is only available for selection from within the app you need to download and install on your phone. All features should be available from the main control panel and not require an app to choose. Does this do a good job of cleaning? Yes. Is it quite (like advertised)? Absolutely. It is the quietest dishwasher I almost don't hear. When running, it sounds like a very light rainfall outside. Definitely does not sound like a dishwasher. If I had to choose again now that I have experience with this make/model would I make the same decision? Not sure. I definitely would be looking closer at my other options.","[ Almost There ] || ---------------- || Overall this is a good dishwasher however there are a few components that I find disappointing.1. The 3rd drawer is almost useless. I was very excited about this feature and used it as a factor for this purchase. The height between the top of the dishwasher and the drawer is so shallow that you are extremely limited in what you can put in there and still be able to close the drawer.2. 3rd drawer does not have spray nozels dedicated to this drawer. This means it only gets water that can get around what you have in the top rack. You have to be careful you don't have big bowls blocking the 3rd tray.3. Half Load Feature. Like the 3rd drawer this was a feature I specifically looked for. The documentation on this was extremely limited. Ony after making the purchase did I email support to get clarification ... big mistake as this would have changed my mind on the unit. My last dishwasher had a half load feature I really liked. When selected the dishwasher would wash only the top rack (which was adjustable to provide enough room as is available on the lower rack). In this make/model, half load only tells the unit you only filled it up half way. Not fully sure of the value in that since it still sends water to both the top and bottom.4. Several features (like the most important of all - the crystal dry feature) is only available for selection from within the app you need to download and install on your phone. All features should be available from the main control panel and not require an app to choose.Does this do a good job of cleaning? Yes. Is it quite (like advertised)? Absolutely. It is the quietest dishwasher I almost don't hear. When running, it sounds like a very light rainfall outside. Definitely does not sound like a dishwasher. If I had to choose again now that I have experience with this make/model would I make the same decision? Not sure. I definitely would be looking closer at my other options.",,,4.0
23-10-24,56087224,dw,top_control,BOSCH,800_series,SHP78CM5N,,us,retail,bosch_home_us,,Neutral,use,Easy_Use,All features should be available from the main control panel and not require an app to choose.,"[ Almost There ] || ---------------- || Overall this is a good dishwasher however there are a few components that I find disappointing. 1. The 3rd drawer is almost useless. I was very excited about this feature and used it as a factor for this purchase. The height between the top of the dishwasher and the drawer is so shallow that you are extremely limited in what you can put in there and still be able to close the drawer. 2. 3rd drawer does not have spray nozels dedicated to this drawer. This means it only gets water that can get around what you have in the top rack. You have to be careful you don't have big bowls blocking the 3rd tray. 3. Half Load Feature. Like the 3rd drawer this was a feature I specifically looked for. The documentation on this was extremely limited. Ony after making the purchase did I email support to get clarification . big mistake as this would have changed my mind on the unit. My last dishwasher had a half load feature I really liked. When selected the dishwasher would wash only the top rack (which was adjustable to provide enough room as is available on the lower rack). In this make/model, half load only tells the unit you only filled it up half way. Not fully sure of the value in that since it still sends water to both the top and bottom. 4. Several features (like the most important of all - the crystal dry feature) is only available for selection from within the app you need to download and install on your phone. All features should be available from the main control panel and not require an app to choose. Does this do a good job of cleaning? Yes. Is it quite (like advertised)? Absolutely. It is the quietest dishwasher I almost don't hear. When running, it sounds like a very light rainfall outside. Definitely does not sound like a dishwasher. If I had to choose again now that I have experience with this make/model would I make the same decision? Not sure. I definitely would be looking closer at my other options.","[ Almost There ] || ---------------- || Overall this is a good dishwasher however there are a few components that I find disappointing.1. The 3rd drawer is almost useless. I was very excited about this feature and used it as a factor for this purchase. The height between the top of the dishwasher and the drawer is so shallow that you are extremely limited in what you can put in there and still be able to close the drawer.2. 3rd drawer does not have spray nozels dedicated to this drawer. This means it only gets water that can get around what you have in the top rack. You have to be careful you don't have big bowls blocking the 3rd tray.3. Half Load Feature. Like the 3rd drawer this was a feature I specifically looked for. The documentation on this was extremely limited. Ony after making the purchase did I email support to get clarification ... big mistake as this would have changed my mind on the unit. My last dishwasher had a half load feature I really liked. When selected the dishwasher would wash only the top rack (which was adjustable to provide enough room as is available on the lower rack). In this make/model, half load only tells the unit you only filled it up half way. Not fully sure of the value in that since it still sends water to both the top and bottom.4. Several features (like the most important of all - the crystal dry feature) is only available for selection from within the app you need to download and install on your phone. All features should be available from the main control panel and not require an app to choose.Does this do a good job of cleaning? Yes. Is it quite (like advertised)? Absolutely. It is the quietest dishwasher I almost don't hear. When running, it sounds like a very light rainfall outside. Definitely does not sound like a dishwasher. If I had to choose again now that I have experience with this make/model would I make the same decision? Not sure. I definitely would be looking closer at my other options.",,,4.0
